Gene,Non-unique Gene name,Annotation,max_pident,max_aln_len,n_hits,qlen,max_cov
rhaS_2,rhaS_2,HTH-type transcriptional activator RhaS,92.833,879,6,879.0,1.0
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,92.835,963,7,963.0,1.0
group_84,,hypothetical protein,92.848,811,6,810.0,1.001
menG,menG,Demethylmenaquinone methyltransferase,92.857,714,7,714.0,1.0
group_488,,hypothetical protein,92.857,420,3,420.0,1.0
eno_1,eno_1,Enolase,92.857,210,16,210.0,1.0
group_157,,hypothetical protein,92.857,336,8,336.0,1.0
smc_4,smc_4,Chromosome partition protein Smc,92.867,3561,36,3561.0,1.0
ntd,ntd,Nucleoside deoxyribosyltransferase,92.872,478,11,477.0,1.002
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,92.88,1246,19,1236.0,1.008
glvR,glvR,HTH-type transcriptional regulator GlvR,92.885,759,3,759.0,1.0
group_72,,hypothetical protein,92.89,858,12,858.0,1.0
uvrC,uvrC,UvrABC system protein C,92.901,1806,12,1803.0,1.002
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,92.902,1761,11,1761.0,1.0
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,92.902,1113,12,1113.0,1.0
lspA,lspA,Lipoprotein signal peptidase,92.903,465,13,465.0,1.0
group_685,,hypothetical protein,92.904,1212,13,1212.0,1.0
yfcJ,yfcJ,putative MFS-type transporter YfcJ,92.906,1170,13,1170.0,1.0
rnmV,rnmV,Ribonuclease M5,92.908,564,12,564.0,1.0
group_206,,hypothetical protein,92.908,423,10,423.0,1.0
group_172,,hypothetical protein,92.908,282,3,282.0,1.0
group_150,,hypothetical protein,92.913,381,4,381.0,1.0
group_602,,hypothetical protein,92.915,861,8,861.0,1.0
napA,napA,Na(+)/H(+) antiporter,92.937,1161,12,1161.0,1.0
yfnB,yfnB,Putative HAD-hydrolase YfnB,92.938,708,10,708.0,1.0
smoB,smoB,6-dehydroglucose reductase,92.939,1048,6,1047.0,1.001
group_721,,hypothetical protein,92.941,459,20,423.0,1.085
group_102,,hypothetical protein,92.943,678,12,666.0,1.018
glnH_2,glnH_2,ABC transporter glutamine-binding protein GlnH,92.944,822,22,822.0,1.0
cls_1,cls_1,Cardiolipin synthase,92.944,1505,27,1488.0,1.011
tagF,tagF,Teichoic acid poly(glycerol phosphate) polymerase,92.95,1149,12,1149.0,1.0
group_4,,hypothetical protein,92.952,227,5,231.0,0.983
gspA,gspA,General stress protein A,92.955,951,14,951.0,1.0
thlA,thlA,Acetyl-CoA acetyltransferase,92.973,1167,17,1167.0,1.0
uptA,uptA,Undecaprenyl phosphate transporter A,92.974,612,6,612.0,1.0
treR,treR,HTH-type transcriptional regulator TreR,92.975,726,10,726.0,1.0
uup_7,uup_7,ATP-binding protein Uup,92.977,954,4,954.0,1.0
mgsR,mgsR,Regulatory protein MgsR,92.978,359,12,357.0,1.006
rimI_2,rimI_2,[Ribosomal protein bS18]-alanine N-acetyltransferase,92.982,570,7,570.0,1.0
group_462,,hypothetical protein,92.982,513,12,513.0,1.0
group_171,,hypothetical protein,92.982,285,3,285.0,1.0
engB,engB,putative GTP-binding protein EngB,92.991,585,12,585.0,1.0
sapB,sapB,Protein SapB,93.02,702,12,702.0,1.0
ltaS2,ltaS2,Lipoteichoic acid synthase 2,93.023,2193,29,2193.0,1.0
srmB,srmB,ATP-dependent RNA helicase SrmB,93.027,2223,7,2223.0,1.0
group_645,,hypothetical protein,93.037,675,3,675.0,1.0
mutS,mutS,DNA mismatch repair protein MutS,93.046,2594,16,2574.0,1.008
group_62,,hypothetical protein,93.047,978,3,978.0,1.0
mdtD~~~hsrA~~~mdtP_4,mdtD;hsrA;mdtP_4,Putative multidrug resistance protein MdtD;putative transport protein HsrA;Multidrug transporter protein MdtP,93.047,1395,23,1395.0,1.0
pyrB,pyrB,Aspartate carbamoyltransferase catalytic subunit,93.051,993,7,993.0,1.0
group_623,,hypothetical protein,93.06,318,3,318.0,1.0
spxH,spxH,ClpXP adapter protein SpxH,93.069,606,8,606.0,1.0
group_95,,hypothetical protein,93.079,708,3,708.0,1.0
group_709,,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase,93.082,954,3,954.0,1.0
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,93.09,1318,17,1317.0,1.001
group_200,,hypothetical protein,93.1,1029,5,1029.0,1.0
bmpA,bmpA,ABC transporter nucleoside-binding protein BmpA,93.103,1074,27,1074.0,1.0
group_510,,hypothetical protein,93.103,348,3,348.0,1.0
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,93.103,1576,12,1566.0,1.006
ybhL_1,ybhL_1,Inner membrane protein YbhL,93.103,718,20,714.0,1.006
polA_2~~~polA,polA_2;polA,DNA polymerase I,93.123,2690,13,2661.0,1.011
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,93.124,858,12,858.0,1.0
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,93.125,480,12,480.0,1.0
group_52,,hypothetical protein,93.144,1269,3,1269.0,1.0
group_306,,hypothetical protein,93.151,850,20,849.0,1.001
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,93.154,891,12,891.0,1.0
nadK,nadK,NAD kinase,93.159,804,13,804.0,1.0
yajL,yajL,Protein/nucleic acid deglycase 3,93.162,585,12,585.0,1.0
pyrP,pyrP,Uracil permease,93.168,1332,12,1332.0,1.0
ccpA_1,ccpA_1,Catabolite control protein A,93.173,996,14,996.0,1.0
nth_1,nth_1,Endonuclease III,93.175,630,12,630.0,1.0
carB_1,carB_1,Carbamoyl phosphate synthase large chain,93.175,3165,39,3165.0,1.0
group_68,,hypothetical protein,93.177,894,19,894.0,1.0
group_823,,hypothetical protein,93.219,1224,12,1224.0,1.0
malL_2,malL_2,Oligo-16-glucosidase,93.225,1668,38,1668.0,1.0
group_196,,hypothetical protein,93.228,443,3,444.0,0.998
dtpT,dtpT,Di-/tripeptide transporter,93.24,1494,12,1494.0,1.0
group_478,,hypothetical protein,93.243,444,11,444.0,1.0
rnc,rnc,Ribonuclease 3,93.245,681,12,681.0,1.0
tag,tag,DNA-3-methyladenine glycosylase 1,93.25,563,11,576.0,0.977
pta,pta,Phosphate acetyltransferase,93.252,978,15,978.0,1.0
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,93.264,579,11,579.0,1.0
group_606,,hypothetical protein,93.272,1308,13,1308.0,1.0
group_435,,hypothetical protein,93.276,699,3,699.0,1.0
lacG_1,lacG_1,6-phospho-beta-galactosidase,93.277,1428,26,1428.0,1.0
ysdC,ysdC,Putative aminopeptidase YsdC,93.278,1086,8,1086.0,1.0
group_90,,hypothetical protein,93.278,729,12,729.0,1.0
fabG,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,93.278,740,13,729.0,1.015
group_711,,hypothetical protein,93.282,387,3,387.0,1.0
group_600,,hypothetical protein,93.287,864,17,864.0,1.0
group_356,,putative tautomerase.1,93.296,180,12,180.0,1.0
malL_1,malL_1,Oligo-16-glucosidase,93.301,1657,33,1659.0,0.999
group_101,,hypothetical protein,93.304,672,8,672.0,1.0
dinG_1,dinG_1,3'-5' exonuclease DinG,93.319,2814,21,2814.0,1.0
nhaC,nhaC,Na(+)/H(+) antiporter NhaC,93.319,1382,12,1377.0,1.004
rlmCD,rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,93.333,1389,17,1389.0,1.0
group_300,,hypothetical protein,93.333,870,16,870.0,1.0
group_152,,hypothetical protein,93.333,360,4,360.0,1.0
group_132,,hypothetical protein,93.333,465,14,465.0,1.0
group_125,,hypothetical protein,93.333,495,6,495.0,1.0
spsB_1,spsB_1,Signal peptidase IB,93.333,570,20,570.0,1.0
group_128,,hypothetical protein,93.347,481,1,480.0,1.002
guaC,guaC,GMP reductase,93.353,994,12,993.0,1.001
oatA,oatA,Peptidoglycan O-acetyltransferase OatA,93.354,1947,13,1926.0,1.011
exoA_1,exoA_1,Exodeoxyribonuclease,93.357,831,12,828.0,1.004
tlyA,tlyA,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,93.358,815,12,813.0,1.002
ybiV_1,ybiV_1,Sugar phosphatase YbiV,93.358,823,24,813.0,1.012
gpmA_5,gpmA_5,23-bisphosphoglycerate-dependent phosphoglycerate mutase,93.363,684,12,678.0,1.009
group_589,,hypothetical protein,93.37,362,12,363.0,0.997
ycaM_1,ycaM_1,Inner membrane transporter YcaM,93.374,1485,37,1479.0,1.004
recG,recG,ATP-dependent DNA helicase RecG,93.376,2038,12,2040.0,0.999
parC,parC,DNA topoisomerase IV subunit A ParC,93.39,2481,24,2481.0,1.0
bbmA,bbmA,Intracellular maltogenic amylase,93.391,1725,12,1725.0,1.0
group_808,,hypothetical protein,93.392,1029,12,1023.0,1.006
yigZ,yigZ,IMPACT family member YigZ,93.393,667,12,666.0,1.002
group_124,,hypothetical protein,93.411,516,17,516.0,1.0
group_22,,hypothetical protein,93.413,177,7,177.0,1.0
group_235,,hypothetical protein,93.421,1382,12,1368.0,1.01
holA,holA,DNA polymerase III subunit delta,93.434,998,14,990.0,1.008
ykoD_1,ykoD_1,Putative HMP/thiamine import ATP-binding protein YkoD,93.438,1722,15,1722.0,1.0
cytR,cytR,HTH-type transcriptional repressor CytR,93.439,945,12,945.0,1.0
fpaP_1,fpaP_1,Proline iminopeptidase,93.446,885,8,885.0,1.0
recN,recN,DNA repair protein RecN,93.452,1680,12,1680.0,1.0
group_642,,hypothetical protein,93.464,153,3,171.0,0.895
group_779,,Protein SprT-like protein,93.464,459,10,459.0,1.0
msrC,msrC,Free methionine-R-sulfoxide reductase,93.464,459,7,459.0,1.0
group_267,,hypothetical protein,93.473,858,12,858.0,1.0
bcrA,bcrA,Bacitracin transport ATP-binding protein BcrA,93.475,705,5,705.0,1.0
dnaX,dnaX,DNA polymerase III subunit tau,93.477,1809,28,1809.0,1.0
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,93.477,1395,19,1395.0,1.0
pepN,pepN,Aminopeptidase N,93.478,2564,21,2535.0,1.011
group_581,,hypothetical protein,93.481,955,15,951.0,1.004
yvqK,yvqK,Corrinoid adenosyltransferase,93.482,537,4,537.0,1.0
ecfT_2,ecfT_2,Energy-coupling factor transporter transmembrane protein EcfT,93.484,798,12,798.0,1.0
tcyL,tcyL,L-cystine transport system permease protein TcyL,93.488,645,9,645.0,1.0
group_778,,hypothetical protein,93.496,942,36,927.0,1.016
group_405,,hypothetical protein,93.502,1185,10,1185.0,1.0
yclM,yclM,Aspartokinase 3,93.506,1371,11,1356.0,1.011
galM,galM,Aldose 1-epimerase,93.509,986,15,987.0,0.999
group_114,,hypothetical protein,93.509,570,12,570.0,1.0
group_617,,Oleate hydratase,93.511,1821,14,1773.0,1.027
plsX,plsX,Phosphate acyltransferase,93.513,1002,12,1002.0,1.0
ctpA,ctpA,Carboxy-terminal processing protease CtpA,93.513,1449,3,1449.0,1.0
gla,gla,Glycerol facilitator-aquaporin gla,93.519,756,10,756.0,1.0
group_681,,hypothetical protein,93.524,525,3,525.0,1.0
group_305,,hypothetical protein,93.542,1533,13,1533.0,1.0
uvrA_2,uvrA_2,UvrABC system protein A,93.548,2862,34,2862.0,1.0
rhaS_3,rhaS_3,HTH-type transcriptional activator RhaS,93.548,930,15,930.0,1.0
group_19,,hypothetical protein,93.548,186,7,186.0,1.0
group_386,,hypothetical protein,93.548,837,11,825.0,1.015
group_203,,hypothetical protein,93.557,714,6,714.0,1.0
gmuE,gmuE,Putative fructokinase,93.559,885,12,885.0,1.0
thiQ,thiQ,Thiamine import ATP-binding protein ThiQ,93.578,763,7,765.0,0.997
group_64,,hypothetical protein,93.582,967,12,966.0,1.001
group_380,,putative ABC transporter ATP-binding protein,93.599,1734,41,1734.0,1.0
ribU,ribU,Riboflavin transporter RibU,93.603,594,6,594.0,1.0
qmcA,qmcA,Protein QmcA,93.607,876,12,876.0,1.0
xpt,xpt,Xanthine phosphoribosyltransferase,93.61,582,12,579.0,1.005
ppc,ppc,Phosphoenolpyruvate carboxylase,93.611,2739,7,2739.0,1.0
argS,argS,Arginine--tRNA ligase,93.62,1686,12,1677.0,1.005
kup_1,kup_1,Low affinity potassium transport system protein Kup,93.644,1998,19,1998.0,1.0
yheH,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,93.645,1794,26,1794.0,1.0
aes,;aes,hypothetical protein;Acetyl esterase,93.66,899,16,900.0,0.999
group_752,,hypothetical protein,93.663,789,13,789.0,1.0
group_590,,hypothetical protein,93.664,363,3,363.0,1.0
group_212,,hypothetical protein,93.67,1722,7,1722.0,1.0
group_776,,hypothetical protein,93.672,1127,14,1122.0,1.004
group_258,,Beta-glucosidase BoGH3B;hypothetical protein;Beta-xylosidase,93.674,2229,5,2229.0,1.0
cls_2,cls_2,Cardiolipin synthase,93.678,1392,26,1392.0,1.0
group_392,,hypothetical protein,93.682,1377,12,1377.0,1.0
rarA_1,rarA_1,Replication-associated recombination protein A,93.687,1300,15,1299.0,1.001
group_611,,hypothetical protein,93.697,825,7,825.0,1.0
group_419,,hypothetical protein,93.698,841,2,840.0,1.001
udk,udk,Uridine kinase,93.701,635,13,636.0,0.998
kefC,kefC,Glutathione-regulated potassium-efflux system protein KefC,93.702,1826,15,1827.0,0.999
group_69,,hypothetical protein,93.708,890,12,891.0,0.999
nadE,nadE,NH(3)-dependent NAD(+) synthetase,93.714,859,12,858.0,1.001
group_553,,hypothetical protein,93.728,3061,30,3060.0,1.0
group_584,,hypothetical protein,93.743,927,7,927.0,1.0
dapX,dapX,putative N-acetyl-LL-diaminopimelate aminotransferase,93.75,1184,23,1185.0,0.999
group_601,,hypothetical protein,93.75,861,8,861.0,1.0
licT_5,licT_5,Transcription antiterminator LicT,93.75,864,3,864.0,1.0
rdgB,rdgB,dITP/XTP pyrophosphatase,93.75,624,12,624.0,1.0
mfd,mfd,Transcription-repair-coupling factor,93.75,3514,36,3498.0,1.005
group_770,,hypothetical protein,93.766,786,41,786.0,1.0
cysS,cysS,Cysteine--tRNA ligase,93.772,1413,25,1413.0,1.0
group_255,,Putative TrmH family tRNA/rRNA methyltransferase,93.783,756,13,756.0,1.0
group_99,,Potassium channel,93.793,684,10,684.0,1.0
group_79,,Aldo-keto reductase/MSMEI_2346,93.796,822,14,822.0,1.0
dnaJ,dnaJ,Chaperone protein DnaJ,93.83,1167,15,1167.0,1.0
group_87,,hypothetical protein,93.832,762,11,762.0,1.0
cobB,cobB,NAD-dependent protein deacetylase,93.838,714,12,714.0,1.0
cfa,;cfa,hypothetical protein;Cyclopropane-fatty-acyl-phospholipid synthase,93.838,1071,7,1071.0,1.0
ecsA,ecsA,ABC-type transporter ATP-binding protein EcsA,93.842,747,18,747.0,1.0
galK_2,galK_2,Galactokinase,93.846,1174,18,1170.0,1.003
potH,potH,Putrescine transport system permease protein PotH,93.85,813,13,813.0,1.0
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,93.857,997,12,993.0,1.004
group_512,,hypothetical protein,93.86,342,3,342.0,1.0
kup_2,kup_2,Low affinity potassium transport system protein Kup,93.86,2052,19,2052.0,1.0
mnmE,mnmE,tRNA modification GTPase MnmE,93.867,1392,12,1386.0,1.004
rimM,rimM,Ribosome maturation factor RimM,93.87,522,12,522.0,1.0
group_559,,hypothetical protein,93.876,1143,4,1143.0,1.0
group_636,,hypothetical protein,93.889,180,3,180.0,1.0
group_648,,hypothetical protein,93.891,933,26,933.0,1.0
pepT_3,pepT_3,Peptidase T,93.897,1278,13,1278.0,1.0
steT,steT,Serine/threonine exchanger SteT,93.898,1311,14,1311.0,1.0
uvrB_2,uvrB_2,UvrABC system protein B,93.899,2016,12,2016.0,1.0
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,93.914,723,12,723.0,1.0
tmk,tmk,Thymidylate kinase,93.925,642,13,642.0,1.0
yeaE,yeaE,Methylglyoxal reductase YeaE,93.929,840,7,840.0,1.0
bglK_2,bglK_2,Beta-glucoside kinase,93.929,906,16,906.0,1.0
murK,murK,N-acetylmuramic acid/N-acetylglucosamine kinase,93.939,924,14,924.0,1.0
group_596,,Putative 3-methyladenine DNA glycosylase,93.939,627,13,627.0,1.0
glcU_1,glcU_1,putative glucose uptake protein GlcU,93.939,891,6,891.0,1.0
prmC,prmC,Release factor glutamine methyltransferase,93.95,843,12,843.0,1.0
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,93.951,777,15,777.0,1.0
rutD,rutD,Putative carbamate hydrolase RutD,93.951,777,7,777.0,1.0
mutSB,mutSB,Putative endonuclease MutS2,93.959,2367,13,2367.0,1.0
ywpJ,ywpJ,Phosphatase YwpJ,93.961,861,7,861.0,1.0
group_561,,hypothetical protein,93.963,762,12,762.0,1.0
group_782,,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,93.97,597,12,597.0,1.0
eno_2~~~eno_3,eno_2;eno_3,Enolase,93.972,1128,21,1128.0,1.0
group_58,,hypothetical protein,93.975,1029,15,1029.0,1.0
rqcP2,rqcP2,Ribosome-associated protein quality control protein P2,93.985,798,10,798.0,1.0
uup_3,uup_3,ATP-binding protein Uup,93.991,1764,6,1764.0,1.0
proS,proS,Proline--tRNA ligase,93.993,1706,12,1698.0,1.005
ldh_1,ldh_1,L-lactate dehydrogenase,94.002,927,22,927.0,1.0
polC_1,polC_1,DNA polymerase III PolC-type,94.022,4331,17,4299.0,1.007
fumC,fumC,Fumarate hydratase class II,94.03,1407,12,1407.0,1.0
spoIIIE,spoIIIE,DNA translocase SpoIIIE,94.033,2430,12,2424.0,1.002
divIB,divIB,Cell division protein DivIB,94.035,855,7,855.0,1.0
rbgA,rbgA,Ribosome biogenesis GTPase A,94.048,845,12,840.0,1.006
mltF_1,mltF_1,Membrane-bound lytic murein transglycosylase F,94.055,1497,10,1497.0,1.0
group_576,,hypothetical protein,94.058,690,12,690.0,1.0
bglH_1,bglH_1,Aryl-phospho-beta-D-glucosidase BglH,94.058,1380,15,1380.0,1.0
group_574,,hypothetical protein,94.068,708,5,708.0,1.0
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,94.068,708,7,708.0,1.0
group_812,,hypothetical protein,94.071,624,22,624.0,1.0
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,94.072,894,14,894.0,1.0
fmt,fmt,Methionyl-tRNA formyltransferase,94.074,945,12,945.0,1.0
spsB_2,spsB_2,Signal peptidase IB,94.081,642,17,642.0,1.0
xseA,xseA,Exodeoxyribonuclease 7 large subunit,94.092,1371,18,1371.0,1.0
prfB,prfB,Peptide chain release factor 2,94.094,1004,21,999.0,1.005
group_568,,hypothetical protein,94.095,1050,7,1050.0,1.0
ccpA_3,ccpA_3,Catabolite control protein A,94.1,983,2,984.0,0.999
group_627,,hypothetical protein,94.11,747,3,747.0,1.0
bsh,bsh,Conjugated bile acid hydrolase,94.111,951,3,951.0,1.0
iscS_1,iscS_1,Cysteine desulfurase IscS,94.113,1155,20,1155.0,1.0
group_780,,hypothetical protein,94.118,287,20,456.0,0.629
group_35,,Putative multidrug export ATP-binding/permease protein,94.118,1598,55,1596.0,1.001
pepE_1,pepE_1,Aminopeptidase E,94.127,1329,44,1311.0,1.014
group_257,,hypothetical protein,94.131,443,1,441.0,1.005
murI,murI,Glutamate racemase,94.132,801,12,801.0,1.0
dusB,dusB,tRNA-dihydrouridine synthase B,94.141,1007,12,1008.0,0.999
xerC_3,xerC_3,Tyrosine recombinase XerC,94.156,924,12,924.0,1.0
group_794,,hypothetical protein,94.156,463,9,462.0,1.002
group_119,,hypothetical protein,94.162,531,3,531.0,1.0
group_674,,hypothetical protein,94.169,1269,22,1269.0,1.0
thiI,thiI,putative tRNA sulfurtransferase,94.171,1220,13,1218.0,1.002
group_159,,hypothetical protein,94.172,326,4,327.0,0.997
yhaM,yhaM,3'-5' exoribonuclease YhaM,94.172,978,12,978.0,1.0
group_583,,hypothetical protein,94.172,1527,15,1527.0,1.0
group_123,,hypothetical protein,94.186,516,5,516.0,1.0
group_753,,hypothetical protein,94.187,843,15,843.0,1.0
rbsD,rbsD,D-ribose pyranase,94.192,401,8,396.0,1.013
group_108,,hypothetical protein,94.196,603,8,603.0,1.0
group_70,,hypothetical protein,94.198,879,12,879.0,1.0
group_803,,hypothetical protein,94.199,1017,17,1017.0,1.0
group_391,,hypothetical protein,94.203,1380,13,1380.0,1.0
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,94.213,432,13,432.0,1.0
group_535,,hypothetical protein,94.218,294,3,294.0,1.0
group_449,,hypothetical protein,94.218,588,4,588.0,1.0
pacL,pacL,Calcium-transporting ATPase,94.218,2802,61,2802.0,1.0
urdA,urdA,Urocanate reductase,94.219,1858,27,1851.0,1.004
group_784,,hypothetical protein,94.22,519,12,519.0,1.0
group_740,,hypothetical protein,94.222,1125,3,1125.0,1.0
mutM,mutM,Formamidopyrimidine-DNA glycosylase,94.224,835,12,831.0,1.005
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,94.235,1354,13,1353.0,1.001
glpE,glpE,Thiosulfate sulfurtransferase GlpE,94.236,399,12,399.0,1.0
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,94.237,885,12,885.0,1.0
group_430,,hypothetical protein,94.244,747,3,747.0,1.0
manZ_6,manZ_6,PTS system mannose-specific EIID component,94.245,834,11,834.0,1.0
obg,obg,GTPase Obg,94.25,1307,12,1287.0,1.016
alr,alr,Alanine racemase,94.253,1133,12,1131.0,1.002
group_100,,Phosphorylated carbohydrates phosphatase,94.273,681,12,681.0,1.0
group_517,,hypothetical protein,94.277,334,11,333.0,1.003
iolG,iolG,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,94.283,997,7,996.0,1.001
phoR~~~sasA_2,;phoR;sasA_2,hypothetical protein;Alkaline phosphatase synthesis sensor protein PhoR;Adaptive-response sensory-kinase SasA,94.284,1452,12,1452.0,1.0
group_736,,hypothetical protein,94.286,945,3,945.0,1.0
ecfA1,ecfA1,Energy-coupling factor transporter ATP-binding protein EcfA1,94.286,849,35,849.0,1.0
bglH_2~~~bglA_1~~~bglH_1,bglH_2;bglA_1;bglH_1,Aryl-phospho-beta-D-glucosidase BglH;6-phospho-beta-glucosidase BglA,94.286,1494,64,1494.0,1.0
pncB2,pncB2,Nicotinate phosphoribosyltransferase pncB2,94.297,1473,12,1473.0,1.0
pepQ,pepQ,Xaa-Pro dipeptidase,94.304,1119,15,1107.0,1.011
prfC,prfC,Peptide chain release factor 3,94.328,1574,13,1569.0,1.003
glyA_1~~~glyA,glyA_1;glyA,Serine hydroxymethyltransferase,94.337,1236,12,1236.0,1.0
group_793,,hypothetical protein,94.353,549,12,549.0,1.0
group_579,,hypothetical protein,94.358,1347,7,1347.0,1.0
group_754,,hypothetical protein,94.362,1011,3,1011.0,1.0
group_608,,hypothetical protein,94.364,550,8,555.0,0.991
group_151,,hypothetical protein,94.366,245,9,375.0,0.653
clpE_2,clpE_2,ATP-dependent Clp protease ATP-binding subunit ClpE,94.375,2189,60,2169.0,1.009
xerD,xerD,Tyrosine recombinase XerD,94.377,907,24,909.0,0.998
group_788,,hypothetical protein,94.378,498,7,498.0,1.0
hpt_1,hpt_1,Hypoxanthine-guanine phosphoribosyltransferase,94.386,570,16,570.0,1.0
tmcAL,tmcAL,tRNA(Met) cytidine acetate ligase,94.387,1167,12,1158.0,1.008
dagK,dagK,Diacylglycerol kinase,94.389,924,12,909.0,1.017
group_607,,hypothetical protein,94.398,839,7,840.0,0.999
group_575,,hypothetical protein,94.404,411,12,411.0,1.0
group_73,,DegV domain-containing protein,94.406,859,12,858.0,1.001
scpB,scpB,Segregation and condensation protein B,94.416,591,16,591.0,1.0
group_224,,hypothetical protein,94.428,1364,12,1365.0,0.999
group_459,,hypothetical protein,94.434,521,3,522.0,0.998
group_260,,hypothetical protein,94.439,938,12,936.0,1.002
group_821,,hypothetical protein,94.444,540,7,540.0,1.0
uppS,uppS,Ditranspolycis-undecaprenyl-diphosphate synthase ((2E6E)-farnesyl-diphosphate specific),94.444,720,12,720.0,1.0
aspS,aspS,Aspartate--tRNA ligase,94.444,1854,13,1854.0,1.0
rclA,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,94.444,1338,9,1332.0,1.005
pbp2a,pbp2a,Penicillin-binding protein 2a,94.461,2058,12,2058.0,1.0
yumC,yumC,Ferredoxin--NADP reductase 2,94.462,957,21,957.0,1.0
group_423,,putative oxidoreductase,94.465,795,12,795.0,1.0
ligA,ligA,DNA ligase,94.469,2007,12,2007.0,1.0
pyrDB,pyrDB,Dihydroorotate dehydrogenase B (NAD(+)) catalytic subunit,94.481,924,8,924.0,1.0
hisS,hisS,Histidine--tRNA ligase,94.483,1287,12,1287.0,1.0
potC,potC,Spermidine/putrescine transport system permease protein PotC,94.486,798,12,798.0,1.0
ltaS1,ltaS1,Lipoteichoic acid synthase 1,94.49,2069,29,2070.0,1.0
yabA,yabA,Replication initiation control protein YabA,94.493,345,12,345.0,1.0
group_154,,hypothetical protein,94.493,345,3,345.0,1.0
tagK_2,tagK_2,D-tagatose-1-phosphate kinase,94.498,927,3,927.0,1.0
group_773,,L-2-hydroxyisocaproate dehydrogenase,94.499,909,8,909.0,1.0
pbuG_1,pbuG_1,Guanine/hypoxanthine permease PbuG,94.504,1310,31,1311.0,0.999
celB,celB,PTS system cellobiose-specific EIIC component,94.52,1332,28,1332.0,1.0
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,94.525,621,15,621.0,1.0
pgl,pgl,6-phosphogluconolactonase,94.526,1023,12,1023.0,1.0
ypuA,ypuA,putative protein YpuA,94.53,969,12,969.0,1.0
ftsA,ftsA,Cell division protein FtsA,94.53,1375,14,1371.0,1.003
yvdD,yvdD,LOG family protein YvdD,94.533,567,3,567.0,1.0
rsfS,rsfS,Ribosomal silencing factor RsfS,94.54,348,12,348.0,1.0
ezrA,ezrA,Septation ring formation regulator EzrA,94.548,1724,17,1731.0,0.996
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,94.549,477,12,477.0,1.0
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,94.55,1266,17,1266.0,1.0
lexA,lexA,LexA repressor,94.551,624,9,624.0,1.0
rsmF,rsmF,Ribosomal RNA small subunit methyltransferase F,94.552,1395,21,1395.0,1.0
group_217,,hypothetical protein,94.554,661,3,660.0,1.002
rluD_2,rluD_2,Ribosomal large subunit pseudouridine synthase D,94.556,900,24,900.0,1.0
group_727,,(R)-S-adenosyl-L-methionine hydrolase,94.563,846,3,846.0,1.0
group_96,,hypothetical protein,94.564,699,7,699.0,1.0
pepV_1,pepV_1,Beta-Ala-Xaa dipeptidase,94.564,1407,12,1398.0,1.006
radA,radA,DNA repair protein RadA,94.565,1380,12,1380.0,1.0
yheI_1,yheI_1,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,94.571,1590,66,1584.0,1.004
topA,topA,DNA topoisomerase 1,94.573,2082,12,2082.0,1.0
group_818,,hypothetical protein,94.574,516,7,516.0,1.0
tarD,tarD,Glycerol-3-phosphate cytidylyltransferase,94.574,387,12,387.0,1.0
rpsN2,rpsN2,Small ribosomal subunit protein uS14A,94.574,258,14,258.0,1.0
group_800,,hypothetical protein,94.574,430,7,426.0,1.009
crtE,crtE,Geranylgeranyl pyrophosphate synthase,94.579,867,12,867.0,1.0
hprK,hprK,HPr kinase/phosphorylase,94.583,960,12,960.0,1.0
