Gene,Non-unique Gene name,Annotation,max_pident,max_aln_len,n_hits,qlen,max_cov
group_401,,hypothetical protein,92.427,581,2,588.0,0.988
benM~~~argP,benM;argP,HTH-type transcriptional regulator BenM;HTH-type transcriptional regulator ArgP,92.449,927,7,927.0,1.0
yfkJ,yfkJ,Low molecular weight protein-tyrosine-phosphatase YfkJ,92.453,477,15,477.0,1.0
group_199,,hypothetical protein,92.462,849,6,849.0,1.0
dtd,dtd,D-aminoacyl-tRNA deacylase,92.466,443,11,438.0,1.011
lspA,lspA,Lipoprotein signal peptidase,92.473,465,12,465.0,1.0
pyrB,pyrB,Aspartate carbamoyltransferase catalytic subunit,92.476,957,6,957.0,1.0
fni,fni,Isopentenyl-diphosphate delta-isomerase,92.488,1025,13,1026.0,0.999
group_228,,hypothetical protein,92.497,813,3,813.0,1.0
group_319,,hypothetical protein,92.5,360,4,360.0,1.0
addB,addB,ATP-dependent helicase/deoxyribonuclease subunit B,92.5,3477,33,3477.0,1.0
maa,maa,Maltose O-acetyltransferase,92.52,615,12,615.0,1.0
rlmP,rlmP,23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP,92.52,779,11,762.0,1.022
group_563,,hypothetical protein,92.527,736,8,735.0,1.001
ypsC,ypsC,Putative RNA methyltransferase YpsC,92.533,1129,11,1125.0,1.004
group_616,,hypothetical protein,92.535,576,2,576.0,1.0
group_454,,hypothetical protein,92.538,2439,18,2439.0,1.0
group_254,,hypothetical protein,92.544,684,8,684.0,1.0
lepA_2,lepA_2,Elongation factor 4,92.55,1844,11,1839.0,1.003
dprA,dprA,DNA processing protein DprA,92.553,846,11,846.0,1.0
undec1A,undec1A,Cysteine/Cysteine sulfinic acid decarboxylase,92.556,1209,15,1209.0,1.0
group_73,,hypothetical protein,92.56,336,6,336.0,1.0
dnaN,dnaN,Beta sliding clamp,92.573,1137,11,1131.0,1.005
group_50,,hypothetical protein,92.583,1928,37,1929.0,0.999
rnhA,rnhA,Ribonuclease H,92.583,782,16,756.0,1.034
pepC,pepC,Aminopeptidase C,92.587,1349,53,1350.0,0.999
group_719,,hypothetical protein,92.593,783,2,783.0,1.0
group_566,,hypothetical protein,92.593,675,2,675.0,1.0
comGC,comGC,Competence protein ComGC,92.593,297,11,297.0,1.0
mutL,mutL,DNA mismatch repair protein MutL,92.604,1893,19,1893.0,1.0
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,92.605,879,7,879.0,1.0
smc_1,smc_1,Chromosome partition protein Smc,92.614,3561,38,3561.0,1.0
truB,truB,tRNA pseudouridine synthase B,92.617,894,11,894.0,1.0
fhs1,fhs1,Formate--tetrahydrofolate ligase 1,92.619,1690,11,1680.0,1.006
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,92.627,963,6,963.0,1.0
group_565,,hypothetical protein,92.628,312,2,312.0,1.0
group_214,,hypothetical protein,92.632,285,2,285.0,1.0
iscS_2,iscS_2,Cysteine desulfurase IscS,92.641,1161,21,1155.0,1.005
group_381,,hypothetical protein,92.655,708,2,708.0,1.0
group_472,,hypothetical protein,92.657,1212,16,1212.0,1.0
group_301,,hypothetical protein,92.661,327,2,327.0,1.0
carB_1,carB_1,Carbamoyl phosphate synthase large chain,92.662,3190,10,3189.0,1.0
smoB,smoB,6-dehydroglucose reductase,92.668,982,5,981.0,1.001
ccpA_2~~~ccpA_1,ccpA_2;ccpA_1,Catabolite control protein A,92.671,996,16,996.0,1.0
group_666,,hypothetical protein,92.671,423,8,423.0,1.0
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,92.675,1761,11,1761.0,1.0
group_469,,hypothetical protein,92.675,1215,14,1215.0,1.0
truA,truA,tRNA pseudouridine synthase A,92.677,792,11,792.0,1.0
thyA,thyA,Thymidylate synthase,92.685,967,11,957.0,1.01
glnH_1,glnH_1,ABC transporter glutamine-binding protein GlnH,92.701,822,19,822.0,1.0
cpdA,cpdA,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,92.701,1233,20,1233.0,1.0
oppA_1,oppA_1,Oligopeptide-binding protein OppA,92.707,1755,35,1755.0,1.0
comFC,comFC,Competence protein ComFC,92.708,672,11,672.0,1.0
group_126,,hypothetical protein,92.708,1344,6,1344.0,1.0
murG_1~~~murG_2~~~murG,murG_1;murG_2;murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,92.722,1113,11,1113.0,1.0
miaA,miaA,tRNA dimethylallyltransferase,92.725,921,11,921.0,1.0
yhaO,yhaO,putative metallophosphoesterase YhaO,92.729,1224,11,1224.0,1.0
rnmV,rnmV,Ribonuclease M5,92.73,564,11,564.0,1.0
mutS,mutS,DNA mismatch repair protein MutS,92.735,2590,11,2574.0,1.006
group_154,,putative tautomerase.1,92.737,179,11,180.0,0.994
cls_1,cls_1,Cardiolipin synthase,92.742,1506,24,1488.0,1.012
group_728,,hypothetical protein,92.749,993,2,993.0,1.0
group_149,,hypothetical protein,92.778,180,2,189.0,0.952
bglK~~~bglK_1,bglK;bglK_1,Beta-glucoside kinase,92.799,861,3,861.0,1.0
group_589,,hypothetical protein,92.799,861,6,861.0,1.0
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,92.799,1236,19,1236.0,1.0
group_31,,hypothetical protein,92.806,417,2,417.0,1.0
rimI_1,;rimI_1,hypothetical protein;[Ribosomal protein bS18]-alanine N-acetyltransferase,92.807,570,6,570.0,1.0
mecA,mecA,Adapter protein MecA 1,92.813,654,11,654.0,1.0
cca,cca,CCA-adding enzyme,92.815,1197,11,1197.0,1.0
spsB_2,spsB_2,Signal peptidase IB,92.82,571,18,573.0,0.997
ykoE,ykoE,Putative HMP/thiamine permease protein YkoE,92.832,558,2,558.0,1.0
uvrA_2,uvrA_2,UvrABC system protein A,92.837,2862,29,2862.0,1.0
group_30,,hypothetical protein,92.857,420,2,420.0,1.0
ycaM_4,ycaM_4,Inner membrane transporter YcaM,92.862,1485,32,1485.0,1.0
tlyA,tlyA,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,92.866,815,11,813.0,1.002
fabG,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,92.867,729,11,729.0,1.0
mdtP_1,mdtP_1,Multidrug transporter protein MdtP,92.867,1458,12,1458.0,1.0
ntd,ntd,Nucleoside deoxyribosyltransferase,92.872,478,10,477.0,1.002
group_61,,putative ABC transporter ATP-binding protein,92.881,1770,35,1770.0,1.0
glvR,glvR,HTH-type transcriptional regulator GlvR,92.885,759,2,759.0,1.0
group_312,,hypothetical protein,92.89,858,6,858.0,1.0
pcp,pcp,Pyrrolidone-carboxylate peptidase,92.89,651,11,648.0,1.005
group_232,,hypothetical protein,92.908,282,4,282.0,1.0
ygcS,ygcS,Inner membrane metabolite transport protein YgcS,92.913,1339,26,1344.0,0.996
ytcD,ytcD,putative HTH-type transcriptional regulator YtcD,92.913,381,3,381.0,1.0
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,92.919,579,8,579.0,1.0
qmcA,qmcA,Protein QmcA,92.922,876,11,876.0,1.0
rhaS_1~~~rhaR_1,rhaS_1;rhaR_1,HTH-type transcriptional activator RhaS;HTH-type transcriptional activator RhaR,92.929,835,2,837.0,0.998
yigZ,yigZ,IMPACT family member YigZ,92.943,666,11,666.0,1.0
group_387,,hypothetical protein,92.943,671,7,666.0,1.008
cynR~~~hdfR_2,;cynR;hdfR_2,hypothetical protein;HTH-type transcriptional regulator CynR;HTH-type transcriptional regulator HdfR,92.97,953,6,954.0,0.999
thlA,thlA,Acetyl-CoA acetyltransferase,92.973,1167,14,1167.0,1.0
uptA,uptA,Undecaprenyl phosphate transporter A,92.974,612,10,612.0,1.0
treR,treR,HTH-type transcriptional regulator TreR,92.975,726,9,726.0,1.0
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,92.976,1579,11,1566.0,1.008
mgsR,mgsR,Regulatory protein MgsR,92.978,358,11,357.0,1.003
yfcJ,yfcJ,putative MFS-type transporter YfcJ,92.991,1182,12,1170.0,1.01
group_708,,hypothetical protein,93.002,443,2,444.0,0.998
sapB,sapB,Protein SapB,93.02,702,12,702.0,1.0
napA,napA,Na(+)/H(+) antiporter,93.023,1161,11,1161.0,1.0
ltaS2,ltaS2,Lipoteichoic acid synthase 2,93.023,2193,23,2193.0,1.0
dbpA,dbpA,ATP-dependent RNA helicase DbpA,93.027,2223,6,2223.0,1.0
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,93.042,891,14,891.0,1.0
group_653,,hypothetical protein,93.043,1308,12,1308.0,1.0
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,93.047,1395,21,1395.0,1.0
guaC_2~~~guaC_1~~~guaC,guaC_2;guaC_1;guaC,GMP reductase,93.051,993,11,993.0,1.0
group_83,,hypothetical protein,93.056,1596,8,1596.0,1.0
gspA,gspA,General stress protein A,93.06,951,12,951.0,1.0
group_288,,hypothetical protein,93.065,894,17,894.0,1.0
spxH,spxH,ClpXP adapter protein SpxH,93.069,606,7,606.0,1.0
dinG_1,dinG_1,3'-5' exonuclease DinG,93.07,2814,24,2814.0,1.0
recG,recG,ATP-dependent DNA helicase RecG,93.081,2038,17,2040.0,0.999
group_526,,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase,93.082,954,2,954.0,1.0
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,93.09,1317,19,1317.0,1.0
xpt,xpt,Xanthine phosphoribosyltransferase,93.092,581,11,579.0,1.003
group_694,,hypothetical protein,93.094,362,11,363.0,0.997
rnc,rnc,Ribonuclease 3,93.098,681,11,681.0,1.0
bmpA,bmpA,ABC transporter nucleoside-binding protein BmpA,93.103,1074,32,1074.0,1.0
group_349,,hypothetical protein,93.103,672,7,672.0,1.0
rbsKrbiA,rbsK/rbiA,Bifunctional ribokinase/ribose-5-phosphate isomerase A,93.103,924,17,924.0,1.0
group_210,,Putative phosphatase,93.103,822,9,822.0,1.0
ybjI~~~ybjI_2,ybjI;ybjI_2,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,93.103,821,25,813.0,1.01
ybhL_2~~~ybhL_1,ybhL_2;ybhL_1,Inner membrane protein YbhL,93.103,723,20,714.0,1.013
ecfT_2,ecfT_2,Energy-coupling factor transporter transmembrane protein EcfT,93.108,806,11,798.0,1.01
group_420,,hypothetical protein,93.124,509,11,510.0,0.998
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,93.125,480,11,480.0,1.0
group_262,,hypothetical protein,93.131,495,4,495.0,1.0
hsrA,hsrA,putative transport protein HsrA,93.131,1383,24,1383.0,1.0
menG,menG,Demethylmenaquinone methyltransferase,93.137,714,6,714.0,1.0
group_148,,hypothetical protein,93.144,1269,2,1269.0,1.0
pta,pta,Phosphate acetyltransferase,93.149,978,16,978.0,1.0
group_248,,hypothetical protein,93.149,978,2,978.0,1.0
yajL,yajL,Protein/nucleic acid deglycase 3,93.162,585,11,585.0,1.0
engB,engB,putative GTP-binding protein EngB,93.162,585,13,585.0,1.0
nth_1,nth_1,Endonuclease III,93.175,630,11,630.0,1.0
carB_2,carB_2,Carbamoyl phosphate synthase large chain,93.175,3165,34,3165.0,1.0
malL_3,malL_3,Oligo-16-glucosidase,93.18,1657,44,1659.0,0.999
rlmCD,rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,93.183,1379,13,1380.0,0.999
bcrA_1~~~bcrA_2~~~bcrA,bcrA_1;bcrA_2;bcrA,Bacitracin transport ATP-binding protein BcrA,93.191,705,2,705.0,1.0
polA,polA,DNA polymerase I,93.194,2690,13,2661.0,1.011
group_510,,hypothetical protein,93.197,1029,11,1014.0,1.015
yheH,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,93.2,1794,26,1794.0,1.0
rbgA,rbgA,Ribosome biogenesis GTPase A,93.214,840,11,840.0,1.0
group_418,,hypothetical protein,93.217,516,13,516.0,1.0
group_415,,hypothetical protein,93.22,531,2,531.0,1.0
group_720,,hypothetical protein,93.226,938,20,930.0,1.009
dtpT,dtpT,Di-/tripeptide transporter,93.24,1494,11,1494.0,1.0
group_289,,hypothetical protein,93.258,890,11,891.0,0.999
group_273,,hypothetical protein,93.276,699,2,699.0,1.0
lacG_2,lacG_2,6-phospho-beta-galactosidase,93.277,1428,29,1428.0,1.0
group_286,,hypothetical protein,93.278,729,11,729.0,1.0
ysdC,ysdC,Putative aminopeptidase YsdC,93.278,1086,7,1086.0,1.0
nadK,nadK,NAD kinase,93.284,804,12,804.0,1.0
cycA_1,cycA_1,D-serine/D-alanine/glycine transporter,93.304,1374,13,1374.0,1.0
pepN,pepN,Aminopeptidase N,93.32,2563,20,2535.0,1.011
group_733,,hypothetical protein,93.333,453,3,453.0,1.0
bbmA,bbmA,Intracellular maltogenic amylase,93.333,1725,11,1725.0,1.0
murR,murR,HTH-type transcriptional regulator MurR,93.333,840,7,840.0,1.0
group_404,,hypothetical protein,93.333,570,11,570.0,1.0
gpmA_4,gpmA_4,23-bisphosphoglycerate-dependent phosphoglycerate mutase,93.363,691,11,678.0,1.019
panT,panT,Pantothenate transporter PanT,93.366,618,7,618.0,1.0
group_282,,hypothetical protein,93.367,588,3,588.0,1.0
thrB_2,thrB_2,Homoserine kinase,93.375,968,11,966.0,1.002
mscL,mscL,Large-conductance mechanosensitive channel,93.386,378,11,378.0,1.0
group_695,,hypothetical protein,93.388,363,2,363.0,1.0
parC,parC,DNA topoisomerase IV subunit A ParC,93.39,2481,23,2481.0,1.0
nhaC,nhaC,Na(+)/H(+) antiporter NhaC,93.391,1377,12,1377.0,1.0
oatA,oatA,Peptidoglycan O-acetyltransferase OatA,93.406,1926,15,1926.0,1.0
group_746,,hypothetical protein,93.417,714,2,714.0,1.0
group_788,,hypothetical protein,93.421,1375,14,1368.0,1.005
holA,holA,DNA polymerase III subunit delta,93.434,990,13,990.0,1.0
rbsD_2~~~rbsD_1~~~rbsD,rbsD_2;rbsD_1;rbsD,D-ribose pyranase,93.434,401,7,396.0,1.013
fpaP_1,fpaP_1,Proline iminopeptidase,93.446,885,2,885.0,1.0
recN,recN,DNA repair protein RecN,93.452,1680,11,1680.0,1.0
group_548,,Protein SprT-like protein,93.464,459,10,459.0,1.0
nagR_1~~~nagR_2,nagR_1;nagR_2,HTH-type transcriptional repressor NagR,93.469,735,2,735.0,1.0
group_757,,hypothetical protein,93.473,858,11,858.0,1.0
dnaX,dnaX,DNA polymerase III subunit tau,93.477,1809,21,1809.0,1.0
exoA_1,exoA_1,Exodeoxyribonuclease,93.478,833,11,828.0,1.006
group_636,,hypothetical protein,93.481,958,13,951.0,1.007
mfd,mfd,Transcription-repair-coupling factor,93.482,3498,21,3498.0,1.0
yvqK,yvqK,Corrinoid adenosyltransferase,93.482,537,3,537.0,1.0
rimM,rimM,Ribosome maturation factor RimM,93.487,522,11,522.0,1.0
tcyL,tcyL,L-cystine transport system permease protein TcyL,93.488,645,6,645.0,1.0
nanK,nanK,N-acetylmannosamine kinase,93.488,906,18,906.0,1.0
group_545,,hypothetical protein,93.496,786,25,786.0,1.0
group_658,,hypothetical protein,93.499,3061,32,3060.0,1.0
group_170,,hypothetical protein,93.502,1185,6,1185.0,1.0
rtpR,rtpR,Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase,93.512,2235,4,2235.0,1.0
plsX,plsX,Phosphate acyltransferase,93.513,1002,11,1002.0,1.0
ctpA,ctpA,Carboxy-terminal processing protease CtpA,93.513,1449,2,1449.0,1.0
group_498,,hypothetical protein,93.524,525,2,525.0,1.0
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,93.526,1146,11,1143.0,1.003
group_642,,hypothetical protein,93.528,927,9,927.0,1.0
group_475,,hypothetical protein,93.54,387,2,387.0,1.0
udk,udk,Uridine kinase,93.543,635,12,636.0,0.998
rhaS_3~~~rhaS_4,rhaS_3;rhaS_4,HTH-type transcriptional activator RhaS,93.548,930,11,930.0,1.0
group_430,,hypothetical protein,93.548,465,11,465.0,1.0
group_150,,hypothetical protein,93.548,186,6,186.0,1.0
uvrC,uvrC,UvrABC system protein C,93.548,1806,13,1803.0,1.002
group_706,,hypothetical protein,93.554,1722,9,1722.0,1.0
gmuE,gmuE,Putative fructokinase,93.559,885,12,885.0,1.0
group_62,,hypothetical protein,93.567,342,2,342.0,1.0
aes,aes,Acetyl esterase,93.57,902,15,903.0,0.999
thiQ,thiQ,Thiamine import ATP-binding protein ThiQ,93.578,763,12,765.0,0.997
group_69,,putative ABC transporter ATP-binding protein,93.599,1734,20,1734.0,1.0
galM,galM,Aldose 1-epimerase,93.611,986,15,987.0,0.999
ykoD_1,ykoD_1,Putative HMP/thiamine import ATP-binding protein YkoD,93.612,1722,9,1722.0,1.0
tmk,tmk,Thymidylate kinase,93.614,642,12,642.0,1.0
yoaB~~~yoaB_2,;yoaB;yoaB_2,Calcium-transporting ATPase;Calcium-transporting ATPase 1,93.617,2628,87,2628.0,1.0
yabA,yabA,Replication initiation control protein YabA,93.623,345,7,345.0,1.0
cysS,cysS,Cysteine--tRNA ligase,93.631,1413,20,1413.0,1.0
kup_2,kup_2,Low affinity potassium transport system protein Kup,93.644,1998,17,1998.0,1.0
ppc,ppc,Phosphoenolpyruvate carboxylase,93.647,2739,6,2739.0,1.0
gla,gla,Glycerol facilitator-aquaporin gla,93.651,756,9,756.0,1.0
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,93.656,1000,11,993.0,1.007
group_873,,hypothetical protein,93.663,789,12,789.0,1.0
mutSB,mutSB,Putative endonuclease MutS2,93.663,2367,16,2367.0,1.0
group_549,,hypothetical protein,93.672,1122,11,1122.0,1.0
cls_2,cls_2,Cardiolipin synthase,93.678,1392,17,1392.0,1.0
argS,argS,Arginine--tRNA ligase,93.679,1687,11,1677.0,1.006
msrC,msrC,Free methionine-R-sulfoxide reductase,93.682,459,6,459.0,1.0
hpt_2,hpt_2,Hypoxanthine-guanine phosphoribosyltransferase,93.684,570,17,570.0,1.0
rarA_2,rarA_2,Replication-associated recombination protein A,93.687,1299,13,1299.0,1.0
group_609,,hypothetical protein,93.697,825,6,825.0,1.0
kefC,kefC,Glutathione-regulated potassium-efflux system protein KefC,93.702,1826,17,1827.0,0.999
group_375,,hypothetical protein,93.708,747,2,741.0,1.008
group_528,,hypothetical protein,93.723,467,9,462.0,1.011
ywpJ,ywpJ,Phosphatase YwpJ,93.728,861,12,861.0,1.0
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,93.736,894,11,894.0,1.0
ldh_1,ldh_1,L-lactate dehydrogenase,93.743,927,17,927.0,1.0
group_891,,Alpha-monoglucosyldiacylglycerol synthase,93.745,1167,11,1167.0,1.0
dapX,dapX,putative N-acetyl-LL-diaminopimelate aminotransferase,93.75,1184,19,1185.0,0.999
rdgB,rdgB,dITP/XTP pyrophosphatase,93.75,624,12,624.0,1.0
group_677,,hypothetical protein,93.75,861,7,861.0,1.0
cytR_2,cytR_2,HTH-type transcriptional repressor CytR,93.757,945,11,945.0,1.0
nadE,nadE,NH(3)-dependent NAD(+) synthetase,93.765,834,11,834.0,1.0
group_593,,hypothetical protein,93.768,690,10,690.0,1.0
ribU,ribU,Riboflavin transporter RibU,93.771,594,4,594.0,1.0
group_731,,Putative TrmH family tRNA/rRNA methyltransferase,93.783,756,11,756.0,1.0
gadC_2~~~gadC_1~~~gadC,gadC_2;gadC_1;gadC,Glutamate/gamma-aminobutyrate antiporter,93.794,1434,6,1434.0,1.0
group_489,,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,93.802,597,11,597.0,1.0
alr,alr,Alanine racemase,93.811,1139,11,1131.0,1.007
oppA_3~~~oppA_4,oppA_3;oppA_4,Oligopeptide-binding protein OppA,93.817,1763,35,1764.0,0.999
ydjP,ydjP,AB hydrolase superfamily protein YdjP,93.822,777,7,777.0,1.0
dnaJ,dnaJ,Chaperone protein DnaJ,93.83,1167,11,1167.0,1.0
yfcA,yfcA,putative membrane transporter protein YfcA,93.832,762,10,762.0,1.0
group_329,,hypothetical protein,93.832,762,6,762.0,1.0
metG,metG,Methionine--tRNA ligase,93.836,2004,12,1977.0,1.014
galK_2,galK_2,Galactokinase,93.846,1174,17,1170.0,1.003
uvrB_1,uvrB_1,UvrABC system protein B,93.849,2019,13,2016.0,1.001
potH,potH,Putrescine transport system permease protein PotH,93.85,813,11,813.0,1.0
iscS_1,iscS_1,Cysteine desulfurase IscS,93.853,1155,13,1155.0,1.0
group_7,,hypothetical protein,93.856,651,7,651.0,1.0
kup_1,kup_1,Low affinity potassium transport system protein Kup,93.86,2052,17,2052.0,1.0
rqcP2,rqcP2,Ribosome-associated protein quality control protein P2,93.86,798,13,798.0,1.0
group_76,,hypothetical protein,93.865,326,3,327.0,0.997
yhaM,yhaM,3'-5' exoribonuclease YhaM,93.865,978,11,978.0,1.0
mnmE,mnmE,tRNA modification GTPase MnmE,93.867,1390,16,1386.0,1.003
spoIIIE,spoIIIE,DNA translocase SpoIIIE,93.868,2430,11,2430.0,1.0
proS,proS,Proline--tRNA ligase,93.875,1708,11,1698.0,1.006
group_607,,hypothetical protein,93.876,1143,8,1143.0,1.0
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,93.885,913,19,915.0,0.998
uppS,uppS,Ditranspolycis-undecaprenyl-diphosphate synthase ((2E6E)-farnesyl-diphosphate specific),93.889,720,11,720.0,1.0
pepT_1~~~pepT_2,pepT_1;pepT_2,Peptidase T,93.897,1278,15,1278.0,1.0
group_619,,hypothetical protein,93.907,2622,7,2622.0,1.0
fumC,fumC,Fumarate hydratase class II,93.912,1429,11,1428.0,1.001
group_60,,hypothetical protein,93.913,345,2,345.0,1.0
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,93.914,735,11,723.0,1.017
group_556,,hypothetical protein,93.927,708,6,708.0,1.0
group_483,,hypothetical protein,93.939,48,3,108.0,0.444
murK,murK,N-acetylmuramic acid/N-acetylglucosamine kinase,93.939,924,15,924.0,1.0
glcU_1,glcU_1,putative glucose uptake protein GlcU,93.939,891,5,891.0,1.0
group_501,,hypothetical protein,93.95,562,11,561.0,1.002
polC_1,polC_1,DNA polymerase III PolC-type,93.952,4329,16,4299.0,1.007
group_727,,hypothetical protein,93.963,762,11,762.0,1.0
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,93.964,729,11,729.0,1.0
fmt,fmt,Methionyl-tRNA formyltransferase,93.968,945,11,945.0,1.0
group_230,,hypothetical protein,93.975,1029,11,1029.0,1.0
licT_2,licT_2,Transcription antiterminator LicT,93.981,864,2,864.0,1.0
glpE,glpE,Thiosulfate sulfurtransferase GlpE,93.985,399,11,399.0,1.0
group_111,,hypothetical protein,93.986,1380,13,1380.0,1.0
group_562,,hypothetical protein,93.989,183,2,183.0,1.0
group_417,,hypothetical protein,93.992,516,4,516.0,1.0
prfB,prfB,Peptide chain release factor 2,93.994,1008,22,999.0,1.009
urdA,urdA,Urocanate reductase,94.003,1861,29,1851.0,1.005
bsh,bsh,Conjugated bile acid hydrolase,94.006,951,2,951.0,1.0
murI,murI,Glutamate racemase,94.007,801,11,801.0,1.0
aspS,aspS,Aspartate--tRNA ligase,94.013,1854,12,1854.0,1.0
hisS,hisS,Histidine--tRNA ligase,94.017,1287,11,1287.0,1.0
divIB,divIB,Cell division protein DivIB,94.035,855,6,855.0,1.0
group_691,,hypothetical protein,94.042,621,2,621.0,1.0
yumC,yumC,Ferredoxin--NADP reductase 2,94.044,957,18,957.0,1.0
uup_8~~~msbA_1,;uup_8;msbA_1,hypothetical protein;ATP-binding protein Uup;ATP-dependent lipid A-core flippase,94.048,1764,7,1764.0,1.0
pucK,pucK,Uric acid permease PucK,94.056,1329,11,1329.0,1.0
bglH_4~~~bglH_2,bglH_4;bglH_2,Aryl-phospho-beta-D-glucosidase BglH,94.058,1380,16,1380.0,1.0
group_747,,hypothetical protein,94.062,1364,11,1365.0,0.999
group_663,,hypothetical protein,94.068,708,4,708.0,1.0
prmC,prmC,Release factor glutamine methyltransferase,94.069,843,11,843.0,1.0
group_480,,hypothetical protein,94.071,624,16,624.0,1.0
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,94.072,894,10,894.0,1.0
group_888,,hypothetical protein,94.074,945,2,945.0,1.0
group_300,,hypothetical protein,94.084,879,11,879.0,1.0
xseA,xseA,Exodeoxyribonuclease 7 large subunit,94.092,1371,17,1371.0,1.0
group_686,,Putative 3-methyladenine DNA glycosylase,94.099,627,12,627.0,1.0
mutM,mutM,Formamidopyrimidine-DNA glycosylase,94.103,832,11,831.0,1.001
group_1,,hypothetical protein,94.11,747,2,747.0,1.0
cobB,cobB,NAD-dependent protein deacetylase,94.118,714,11,714.0,1.0
lacR_1,lacR_1,Lactose phosphotransferase system repressor,94.118,765,2,765.0,1.0
group_236,,hypothetical protein,94.118,564,3,564.0,1.0
pepE_3,pepE_3,Aminopeptidase E,94.127,1326,46,1311.0,1.011
group_643,,hypothetical protein,94.135,1347,4,1347.0,1.0
prfC,prfC,Peptide chain release factor 3,94.136,1569,12,1569.0,1.0
dusB,dusB,tRNA-dihydrouridine synthase B,94.141,1007,11,1008.0,0.999
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,94.155,1266,18,1266.0,1.0
group_271,xerC_2,Tyrosine recombinase XerC,94.156,924,15,924.0,1.0
group_673,,hypothetical protein,94.161,411,11,411.0,1.0
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,94.161,1354,12,1353.0,1.001
xerD,xerD,Tyrosine recombinase XerD,94.169,909,15,909.0,1.0
group_572,,hypothetical protein,94.169,1270,23,1269.0,1.001
group_222,,hypothetical protein,94.171,549,2,549.0,1.0
rpsN2,rpsN2,Small ribosomal subunit protein uS14A,94.186,272,14,258.0,1.054
group_874,,hypothetical protein,94.187,850,15,843.0,1.008
mltF_2~~~artQ~~~mltF_1,mltF_2;artQ;mltF_1,Membrane-bound lytic murein transglycosylase F;Arginine transport system permease protein ArtQ,94.188,1497,6,1497.0,1.0
group_620,,hypothetical protein,94.19,1050,6,1050.0,1.0
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,94.192,1188,8,1188.0,1.0
group_400,,hypothetical protein,94.196,603,11,603.0,1.0
group_486,,(R)-S-adenosyl-L-methionine hydrolase,94.208,846,2,846.0,1.0
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,94.209,708,6,708.0,1.0
tmcAL,tmcAL,tRNA(Met) cytidine acetate ligase,94.214,1170,11,1158.0,1.01
murC,murC,UDP-N-acetylmuramate--L-alanine ligase,94.216,1319,11,1314.0,1.004
group_92,,hypothetical protein,94.218,294,2,294.0,1.0
pacL,pacL,Calcium-transporting ATPase,94.218,2802,52,2802.0,1.0
group_514,,hypothetical protein,94.22,519,11,519.0,1.0
group_442,,hypothetical protein,94.222,900,22,900.0,1.0
pgl,pgl,6-phosphogluconolactonase,94.233,1023,11,1023.0,1.0
group_722,,hypothetical protein,94.237,1527,18,1527.0,1.0
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,94.237,885,11,885.0,1.0
spsB_1,spsB_1,Signal peptidase IB,94.237,642,15,642.0,1.0
gmuR_1,gmuR_1,HTH-type transcriptional regulator GmuR,94.239,731,11,729.0,1.003
tagK_2,tagK_2,D-tagatose-1-phosphate kinase,94.24,816,2,816.0,1.0
group_826,,hypothetical protein,94.245,838,2,834.0,1.005
cfa,cfa,Cyclopropane-fatty-acyl-phospholipid synthase,94.247,1182,6,1182.0,1.0
obg,obg,GTPase Obg,94.25,1307,11,1287.0,1.016
