ykfB,ykfB,L-Ala-D/L-Glu epimerase,DLKHCADP_01072,FKLDPHGP_01395
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,DLKHCADP_01074,FKLDPHGP_01397
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,DLKHCADP_01020,FKLDPHGP_01346
group_654,,hypothetical protein,DLKHCADP_01046,FKLDPHGP_01370
group_653,,hypothetical protein,DLKHCADP_01024,FKLDPHGP_01350
dltA,dltA,D-alanine--D-alanyl carrier protein ligase,DLKHCADP_01030,FKLDPHGP_01356
gatC_1~~~gatC_3,gatC_1;gatC_3,PTS system galactitol-specific EIIC component,DLKHCADP_01052,FKLDPHGP_01375
darB,darB,Cyclic di-AMP receptor B,DLKHCADP_01040,FKLDPHGP_01364
gatC_2,gatC_2,PTS system galactitol-specific EIIC component,DLKHCADP_01053,FKLDPHGP_01376
group_652,,hypothetical protein,DLKHCADP_01022,FKLDPHGP_01348
group_651,,hypothetical protein,DLKHCADP_01050,FKLDPHGP_01373
group_650,,Deoxyadenosine kinase,DLKHCADP_01083,FKLDPHGP_01402
pcp,pcp,Pyrrolidone-carboxylate peptidase,DLKHCADP_01049,FKLDPHGP_01372
ycaM_1,ycaM_1,Inner membrane transporter YcaM,DLKHCADP_01101,FKLDPHGP_01420
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,DLKHCADP_01063,FKLDPHGP_01385
group_649,,hypothetical protein,DLKHCADP_01039,FKLDPHGP_01363
pbpX_1,pbpX_1,Putative penicillin-binding protein PbpX,DLKHCADP_01026,FKLDPHGP_01352
crp,crp,cAMP-activated global transcriptional regulator CRP,DLKHCADP_01108,FKLDPHGP_01427
uup_5~~~uup_7,uup_5;;uup_7,ATP-binding protein Uup;hypothetical protein,DLKHCADP_01057;DLKHCADP_01058,FKLDPHGP_01380
rnpA,rnpA,Ribonuclease P protein component,DLKHCADP_01118,FKLDPHGP_01437
group_648,,hypothetical protein,DLKHCADP_01064,FKLDPHGP_01387
group_647,,hypothetical protein,DLKHCADP_01096,FKLDPHGP_01415
uup_4,uup_4,ATP-binding protein Uup,DLKHCADP_01044,FKLDPHGP_01368
group_646,,Deoxyguanosine kinase,DLKHCADP_01084,FKLDPHGP_01403
group_645,,hypothetical protein,DLKHCADP_01051,FKLDPHGP_01374
group_644,,hypothetical protein,DLKHCADP_01106,FKLDPHGP_01425
group_643,,hypothetical protein,DLKHCADP_01080,FKLDPHGP_01399
fpaP_1,fpaP_1,Proline iminopeptidase,DLKHCADP_01066,FKLDPHGP_01389
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,DLKHCADP_01112,FKLDPHGP_01431
def_2,def_2,Peptide deformylase,DLKHCADP_01092,FKLDPHGP_01411
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,DLKHCADP_01062,FKLDPHGP_01384
group_642,,hypothetical protein,DLKHCADP_01043,FKLDPHGP_01367
pox5,pox5,Pyruvate oxidase,DLKHCADP_01114,FKLDPHGP_01433
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,DLKHCADP_01061,FKLDPHGP_01383
nagB,nagB,Glucosamine-6-phosphate deaminase,DLKHCADP_01082,FKLDPHGP_01401
mutS2,mutS2,Endonuclease MutS2,DLKHCADP_01107,FKLDPHGP_01426
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,DLKHCADP_01060,FKLDPHGP_01382
copY,copY,Transcriptional repressor CopY,DLKHCADP_01095,FKLDPHGP_01414
zosA,zosA,Zinc-transporting ATPase,DLKHCADP_01041,FKLDPHGP_01365
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,DLKHCADP_01115,FKLDPHGP_01434
rpmH,rpmH,Large ribosomal subunit protein bL34,DLKHCADP_01119,FKLDPHGP_01438
group_640,,hypothetical protein,DLKHCADP_01104,FKLDPHGP_01423
copA,copA,Copper-exporting P-type ATPase,DLKHCADP_01098,FKLDPHGP_01417
group_639,,hypothetical protein,DLKHCADP_01073,FKLDPHGP_01396
group_638,,hypothetical protein,DLKHCADP_01088,FKLDPHGP_01407
pepO_3,pepO_3,Neutral endopeptidase,DLKHCADP_01100,FKLDPHGP_01419
group_637,,hypothetical protein,DLKHCADP_01031,FKLDPHGP_01357
bmpA,bmpA,ABC transporter nucleoside-binding protein BmpA,DLKHCADP_01065,FKLDPHGP_01388
group_636,,hypothetical protein,DLKHCADP_01087,FKLDPHGP_01406
odcI,odcI,Inducible ornithine decarboxylase,DLKHCADP_01102,FKLDPHGP_01421
clpE_1,clpE_1,ATP-dependent Clp protease ATP-binding subunit ClpE,DLKHCADP_01021,FKLDPHGP_01347
yfcA,yfcA,putative membrane transporter protein YfcA,DLKHCADP_01075,FKLDPHGP_01398
napA,napA,Na(+)/H(+) antiporter,DLKHCADP_01042,FKLDPHGP_01366
yagU_1,yagU_1,Inner membrane protein YagU,DLKHCADP_01054,FKLDPHGP_01377
group_634,,hypothetical protein,DLKHCADP_01025,FKLDPHGP_01351
dltC,dltC,D-alanyl carrier protein,DLKHCADP_01028,FKLDPHGP_01354
group_632,ptpB_1,Triple specificity protein phosphatase PtpB,DLKHCADP_00923,FKLDPHGP_01623
group_631,,putative transporter,DLKHCADP_00903,FKLDPHGP_01630
yicL_2,yicL_2,putative inner membrane transporter YicL,DLKHCADP_00900,FKLDPHGP_01627
asnA,asnA,Aspartate--ammonia ligase,DLKHCADP_00901,FKLDPHGP_01628
bcaP_1~~~bcaP_2,bcaP_1;bcaP_2,Branched-chain amino acid permease BcaP,DLKHCADP_00899,FKLDPHGP_01626
sorA_1,sorA_1,PTS system sorbose-specific EIIC component,DLKHCADP_00909,FKLDPHGP_01636
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,DLKHCADP_00898,FKLDPHGP_01625
manZ_2,manZ_2,PTS system mannose-specific EIID component,DLKHCADP_00908,FKLDPHGP_01635
manX,manX,PTS system mannose-specific EIIAB component,DLKHCADP_00910,FKLDPHGP_01637
group_630,,hypothetical protein,DLKHCADP_00907,FKLDPHGP_01634
thrP_2,thrP_2,Threonine/serine transporter ThrP,DLKHCADP_00906,FKLDPHGP_01633
thrP_1,thrP_1,Threonine/serine transporter ThrP,DLKHCADP_00905,FKLDPHGP_01632
group_629,,Putative glutamine amidotransferase,DLKHCADP_00904,FKLDPHGP_01631
group_628,,hypothetical protein,DLKHCADP_00902,FKLDPHGP_01629
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,DLKHCADP_00897,FKLDPHGP_01624
group_627,,hypothetical protein,DLKHCADP_00825,FKLDPHGP_00059
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,DLKHCADP_00826,FKLDPHGP_00060
group_626,,hypothetical protein,DLKHCADP_00827,FKLDPHGP_00061
mdtP_2,mdtP_2,Multidrug transporter protein MdtP,DLKHCADP_00820,FKLDPHGP_00054
metK,metK,S-adenosylmethionine synthase,DLKHCADP_00819,FKLDPHGP_00053
group_625,,hypothetical protein,DLKHCADP_00824,FKLDPHGP_00058
murJ,murJ,Lipid II flippase MurJ,DLKHCADP_00823,FKLDPHGP_00057
leuS,leuS,Leucine--tRNA ligase,DLKHCADP_00822,FKLDPHGP_00056
argS,argS,Arginine--tRNA ligase,DLKHCADP_00829,FKLDPHGP_00063
dacA,dacA,D-alanyl-D-alanine carboxypeptidase DacA,DLKHCADP_00828,FKLDPHGP_00062
group_624,,hypothetical protein,DLKHCADP_00821,FKLDPHGP_00055
group_623,,hypothetical protein,DLKHCADP_00796,FKLDPHGP_00065
group_622,,hypothetical protein,DLKHCADP_00798,FKLDPHGP_00067
hpt_2,hpt_2,Hypoxanthine-guanine phosphoribosyltransferase,DLKHCADP_00800,FKLDPHGP_00069
group_621,,hypothetical protein,DLKHCADP_00806,FKLDPHGP_00075
gla,gla,Glycerol facilitator-aquaporin gla,DLKHCADP_00808,FKLDPHGP_00077
msrC,msrC,Free methionine-R-sulfoxide reductase,DLKHCADP_00803,FKLDPHGP_00072
group_620,,hypothetical protein,DLKHCADP_00807,FKLDPHGP_00076
group_619,,hypothetical protein,DLKHCADP_00811,FKLDPHGP_00080
group_618,,hypothetical protein,DLKHCADP_00804,FKLDPHGP_00073
group_617,,Oleate hydratase,DLKHCADP_00812,FKLDPHGP_00081
bmr3_2,bmr3_2,Multidrug resistance protein 3,DLKHCADP_00810,FKLDPHGP_00079
fba,fba,Fructose-bisphosphate aldolase,DLKHCADP_00795,FKLDPHGP_00064
yjaB,yjaB,Peptidyl-lysine N-acetyltransferase YjaB,DLKHCADP_00797,FKLDPHGP_00066
group_616,,hypothetical protein,DLKHCADP_00813,FKLDPHGP_00082
group_615,,hypothetical protein,DLKHCADP_00799,FKLDPHGP_00068
bmr3_1,bmr3_1,Multidrug resistance protein 3,DLKHCADP_00809,FKLDPHGP_00078
tag,tag,DNA-3-methyladenine glycosylase 1,DLKHCADP_00805,FKLDPHGP_00074
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],DLKHCADP_00801,FKLDPHGP_00070
yhfK,yhfK,putative sugar epimerase YhfK,DLKHCADP_00802,FKLDPHGP_00071
group_614,,hypothetical protein,DLKHCADP_00717,FKLDPHGP_00853
manZ_1,manZ_1,PTS system mannose-specific EIID component,DLKHCADP_00688,FKLDPHGP_00860
group_613,,hypothetical protein,DLKHCADP_01122,FKLDPHGP_01476
group_612,,hypothetical protein,DLKHCADP_01694,FKLDPHGP_00807
group_611,,hypothetical protein,DLKHCADP_01747,FKLDPHGP_01499
exoA_1,exoA_1,Exodeoxyribonuclease,DLKHCADP_01139,FKLDPHGP_01473
epsH,epsH,Putative glycosyltransferase EpsH,DLKHCADP_01726,FKLDPHGP_00839
group_610,,hypothetical protein,DLKHCADP_01138,FKLDPHGP_01472
group_609,,DegV domain-containing protein,DLKHCADP_01132,FKLDPHGP_01467
group_608,,hypothetical protein,DLKHCADP_00694,FKLDPHGP_00866
group_607,,hypothetical protein,DLKHCADP_00709,FKLDPHGP_00846
lemA,lemA,Protein LemA,DLKHCADP_01703,FKLDPHGP_00816
ykoE,ykoE,Putative HMP/thiamine permease protein YkoE,DLKHCADP_01700,FKLDPHGP_00813
group_606,,hypothetical protein,DLKHCADP_01709,FKLDPHGP_00822
group_605,,hypothetical protein,DLKHCADP_01693,FKLDPHGP_00806
garB,garB,Glutathione amide reductase,DLKHCADP_01124,FKLDPHGP_01478
group_604,,D-aspartate ligase,DLKHCADP_00706,FKLDPHGP_00878
group_603,,hypothetical protein,DLKHCADP_01126,FKLDPHGP_01480
rpsF,rpsF,Small ribosomal subunit protein bS6,DLKHCADP_01001,FKLDPHGP_01445
cycA_1,cycA_1,D-serine/D-alanine/glycine transporter,DLKHCADP_00707,FKLDPHGP_00844
group_602,,hypothetical protein,DLKHCADP_01744,FKLDPHGP_01496
ykoD_2,ykoD_2,Putative HMP/thiamine import ATP-binding protein YkoD,DLKHCADP_01699,FKLDPHGP_00812
group_601,,hypothetical protein,DLKHCADP_01707,FKLDPHGP_00820
group_600,,hypothetical protein,DLKHCADP_01712,FKLDPHGP_00825
group_599,,hypothetical protein,DLKHCADP_01742,FKLDPHGP_01493
brnQ_2,brnQ_2,Branched-chain amino acid permease BrnQ,DLKHCADP_01737,FKLDPHGP_01488
dnaA,dnaA,Chromosomal replication initiator protein DnaA,DLKHCADP_00995,FKLDPHGP_01439
dnaB_1,dnaB_1,Replicative DNA helicase DnaB,DLKHCADP_01007,FKLDPHGP_01451
group_598,,hypothetical protein,DLKHCADP_01740,FKLDPHGP_01491
gmuE,gmuE,Putative fructokinase,DLKHCADP_01008,FKLDPHGP_01452
group_597,,hypothetical protein,DLKHCADP_01121,FKLDPHGP_01475
cls_2,cls_2,Cardiolipin synthase,DLKHCADP_01721,FKLDPHGP_00834
htpX_2,htpX_2,Protease HtpX,DLKHCADP_01702,FKLDPHGP_00815
group_596,,Putative 3-methyladenine DNA glycosylase,DLKHCADP_01715,FKLDPHGP_00828
ppaX,ppaX,Pyrophosphatase PpaX,DLKHCADP_01013,FKLDPHGP_01457
gadC,gadC,Glutamate/gamma-aminobutyrate antiporter,DLKHCADP_01733,FKLDPHGP_01485
fpaP_2,fpaP_2,Proline iminopeptidase,DLKHCADP_01739,FKLDPHGP_01490
group_595,,hypothetical protein,DLKHCADP_01004,FKLDPHGP_01448
group_594,,hypothetical protein,DLKHCADP_00687,FKLDPHGP_00859
group_593,,hypothetical protein,DLKHCADP_00704,FKLDPHGP_00876
yfbR,yfbR,5'-deoxynucleotidase YfbR,DLKHCADP_01711,FKLDPHGP_00824
group_592,,hypothetical protein,DLKHCADP_01731,FKLDPHGP_01483
group_591,,hypothetical protein,DLKHCADP_01723,FKLDPHGP_00836
group_590,,hypothetical protein,DLKHCADP_01728,FKLDPHGP_00841
group_589,,hypothetical protein,DLKHCADP_01716,FKLDPHGP_00829
group_588,,hypothetical protein,DLKHCADP_01019,FKLDPHGP_01464
group_587,,hypothetical protein,DLKHCADP_01128;DLKHCADP_01129,FKLDPHGP_01482
group_586,,hypothetical protein,DLKHCADP_01015,FKLDPHGP_01459;FKLDPHGP_01460
rhaS_3,rhaS_3,HTH-type transcriptional activator RhaS,DLKHCADP_01701,FKLDPHGP_00814
group_585,,hypothetical protein,DLKHCADP_01698,FKLDPHGP_00811
group_584,,hypothetical protein,DLKHCADP_01136;DLKHCADP_01135,FKLDPHGP_01470
phnD2,phnD2,putative ABC transporter phosphonate/phosphite binding protein PhnD2,DLKHCADP_00699,FKLDPHGP_00871
group_583,,hypothetical protein,DLKHCADP_00710,FKLDPHGP_00847
slmA,slmA,Nucleoid occlusion factor SlmA,DLKHCADP_00708,FKLDPHGP_00845
bioH,bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,DLKHCADP_01727,FKLDPHGP_00840
group_582,,hypothetical protein,DLKHCADP_01014,FKLDPHGP_01458
group_581,,hypothetical protein,DLKHCADP_01746,FKLDPHGP_01498
gspA,gspA,General stress protein A,DLKHCADP_01745,FKLDPHGP_01497
bsh,bsh,Conjugated bile acid hydrolase,DLKHCADP_01741,FKLDPHGP_01492
nhaK,;nhaK,hypothetical protein;Sodium potassium lithium and rubidium/H(+) antiporter,DLKHCADP_00714;DLKHCADP_00713,FKLDPHGP_00850
group_580,,hypothetical protein,DLKHCADP_00690,FKLDPHGP_00862
adaB,adaB,Methylated-DNA--protein-cysteine methyltransferase inducible,DLKHCADP_01718,FKLDPHGP_00831
mltF_2,mltF_2,Membrane-bound lytic murein transglycosylase F,DLKHCADP_01714,FKLDPHGP_00827
group_579,,hypothetical protein,DLKHCADP_01743,FKLDPHGP_01494;FKLDPHGP_01495
group_578,,hypothetical protein,DLKHCADP_00698,FKLDPHGP_00870
ypuA,ypuA,putative protein YpuA,DLKHCADP_01725,FKLDPHGP_00838
group_577,,hypothetical protein,DLKHCADP_00689,FKLDPHGP_00861
group_576,,hypothetical protein,DLKHCADP_01130,FKLDPHGP_01465
prs_2,prs_2,Ribose-phosphate pyrophosphokinase,DLKHCADP_01729,FKLDPHGP_00842
group_575,,hypothetical protein,DLKHCADP_01705,FKLDPHGP_00818
catM_2,catM_2;,HTH-type transcriptional regulator CatM;hypothetical protein,DLKHCADP_01735;DLKHCADP_01734,FKLDPHGP_01486
sapB,sapB,Protein SapB,DLKHCADP_01011,FKLDPHGP_01455
group_574,,hypothetical protein,DLKHCADP_01722,FKLDPHGP_00835
yfnB,yfnB,Putative HAD-hydrolase YfnB,DLKHCADP_01131,FKLDPHGP_01466
menG,menG,Demethylmenaquinone methyltransferase,DLKHCADP_01738,FKLDPHGP_01489
group_573,,D-lactate dehydrogenase,DLKHCADP_01127,FKLDPHGP_01481
group_572,,hypothetical protein,DLKHCADP_00692,FKLDPHGP_00864
cobB,cobB,NAD-dependent protein deacetylase,DLKHCADP_01719,FKLDPHGP_00832
urdA,urdA,Urocanate reductase,DLKHCADP_01736,FKLDPHGP_01487
gamR,gamR,HTH-type transcriptional repressor GamR,DLKHCADP_00719,FKLDPHGP_00855
group_571,,hypothetical protein,DLKHCADP_00712,FKLDPHGP_00849
group_570,,hypothetical protein,DLKHCADP_01706,FKLDPHGP_00819
mngR,mngR,Mannosyl-D-glycerate transport/metabolism system repressor MngR,DLKHCADP_00695,FKLDPHGP_00867
tetM,tetM,Tetracycline resistance protein TetM from transposon Tn916,DLKHCADP_01134,FKLDPHGP_01469
group_569,,hypothetical protein,DLKHCADP_01708,FKLDPHGP_00821
smoB,smoB,6-dehydroglucose reductase,DLKHCADP_01016,FKLDPHGP_01461
group_568,,hypothetical protein,DLKHCADP_01123,FKLDPHGP_01477
group_567,,hypothetical protein,DLKHCADP_00997,FKLDPHGP_01441
asnB,asnB,Asparagine synthetase [glutamine-hydrolyzing] 1,DLKHCADP_00705,FKLDPHGP_00877
gyrB,gyrB,DNA gyrase subunit B,DLKHCADP_00999,FKLDPHGP_01443
group_566,,hypothetical protein,DLKHCADP_01137,FKLDPHGP_01471
group_565,,hypothetical protein,DLKHCADP_00715,FKLDPHGP_00851
gdpP,gdpP,Cyclic-di-AMP phosphodiesterase GdpP,DLKHCADP_01005,FKLDPHGP_01449
group_564,,hypothetical protein,DLKHCADP_01010,FKLDPHGP_01454
ddlA,ddlA,D-alanine--D-alanine ligase A,DLKHCADP_00711,FKLDPHGP_00848
rplI,rplI,Large ribosomal subunit protein bL9,DLKHCADP_01006,FKLDPHGP_01450
rnhA,rnhA,Ribonuclease H,DLKHCADP_01724,FKLDPHGP_00837
glnQ_2,glnQ_2,Glutamine transport ATP-binding protein GlnQ,DLKHCADP_01713,FKLDPHGP_00826
ybiR,ybiR,Inner membrane protein YbiR,DLKHCADP_01704,FKLDPHGP_00817
group_563,,hypothetical protein,DLKHCADP_01133,FKLDPHGP_01468
group_562,,Endoglucanase,DLKHCADP_01710,FKLDPHGP_00823
group_561,,hypothetical protein,DLKHCADP_00716,FKLDPHGP_00852
recF,recF,DNA replication and repair protein RecF,DLKHCADP_00998,FKLDPHGP_01442
dnaN,dnaN,Beta sliding clamp,DLKHCADP_00996,FKLDPHGP_01440
group_560,,hypothetical protein,DLKHCADP_01720,FKLDPHGP_00833
ntd,ntd,Nucleoside deoxyribosyltransferase,DLKHCADP_00693,FKLDPHGP_00865
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,DLKHCADP_01697,FKLDPHGP_00810
group_559,,hypothetical protein,DLKHCADP_01009,FKLDPHGP_01453
group_558,,hypothetical protein,DLKHCADP_01748,FKLDPHGP_01500
alx,alx,Putative membrane-bound redox modulator Alx,DLKHCADP_01717,FKLDPHGP_00830
gyrA,gyrA,DNA gyrase subunit A GyrA,DLKHCADP_01000,FKLDPHGP_01444
group_557,,hypothetical protein,DLKHCADP_00703,FKLDPHGP_00875
guaB,guaB,Inosine-5'-monophosphate dehydrogenase,DLKHCADP_01125,FKLDPHGP_01479
agaA_1,agaA_1,N-acetylgalactosamine-6-phosphate deacetylase,DLKHCADP_00721,FKLDPHGP_00857
glnQ_1,glnQ_1,Glutamine transport ATP-binding protein GlnQ,DLKHCADP_00700,FKLDPHGP_00872
levE,levE,PTS system fructose-specific EIIB component,DLKHCADP_00686,FKLDPHGP_00858
eis,eis,N-acetyltransferase Eis,DLKHCADP_01018,FKLDPHGP_01463
agaS,agaS,D-galactosamine-6-phosphate deaminase AgaS,DLKHCADP_00720,FKLDPHGP_00856
group_556,,hypothetical protein,DLKHCADP_00691,FKLDPHGP_00863
group_555,,Putative universal stress protein,DLKHCADP_00697,FKLDPHGP_00869
uvrB_1,uvrB_1,UvrABC system protein B,DLKHCADP_01120,FKLDPHGP_01474
group_554,,hypothetical protein,DLKHCADP_01732,FKLDPHGP_01484
walJ,walJ,Exodeoxyribonuclease WalJ,DLKHCADP_01695,FKLDPHGP_00808
group_553,,hypothetical protein,DLKHCADP_00718,FKLDPHGP_00854
phnE,phnE,Phosphate-import permease protein PhnE,DLKHCADP_00701,FKLDPHGP_00873
iphP,iphP,Tyrosine-protein phosphatase,DLKHCADP_00696,FKLDPHGP_00868
ssb,ssb,Single-stranded DNA-binding protein,DLKHCADP_01002,FKLDPHGP_01446
rpsR,rpsR,Small ribosomal subunit protein bS18,DLKHCADP_01003,FKLDPHGP_01447
group_552,,hypothetical protein,DLKHCADP_01730,FKLDPHGP_00843
htrA,htrA,Serine protease Do-like HtrA,DLKHCADP_01696,FKLDPHGP_00809
group_551,,hypothetical protein,DLKHCADP_00702,FKLDPHGP_00874
group_550,,hypothetical protein,DLKHCADP_00613,FKLDPHGP_01152
acpP,acpP,Acyl carrier protein,DLKHCADP_00414,FKLDPHGP_00246
xseB,xseB,Exodeoxyribonuclease 7 small subunit,DLKHCADP_00668,FKLDPHGP_00226
group_548,,hypothetical protein,DLKHCADP_01909,FKLDPHGP_00096
group_547,,hypothetical protein,DLKHCADP_00436,FKLDPHGP_00267
rpsP,rpsP,Small ribosomal subunit protein bS16,DLKHCADP_00428,FKLDPHGP_00259
hup,hup,DNA-binding protein HU,DLKHCADP_00737,FKLDPHGP_00368
group_537,,hypothetical protein,DLKHCADP_00846,FKLDPHGP_00312
group_535,,hypothetical protein,DLKHCADP_00672,FKLDPHGP_00230
group_532,,hypothetical protein,DLKHCADP_00454,FKLDPHGP_00286
rpmA,rpmA,Large ribosomal subunit protein bL27,DLKHCADP_00661,FKLDPHGP_00219
rplU,rplU,Large ribosomal subunit protein bL21,DLKHCADP_00660,FKLDPHGP_00218
group_527,,hypothetical protein,DLKHCADP_00455,FKLDPHGP_00287
group_526,,hypothetical protein,DLKHCADP_01911,FKLDPHGP_00094
group_524,,hypothetical protein,DLKHCADP_00848,FKLDPHGP_00314
group_523,,hypothetical protein,DLKHCADP_00935,FKLDPHGP_00159
group_522,,hypothetical protein,DLKHCADP_00751,FKLDPHGP_00349
group_520,,hypothetical protein,DLKHCADP_00942,FKLDPHGP_00140
group_517,,hypothetical protein,DLKHCADP_00651,FKLDPHGP_00209
group_512,,hypothetical protein,DLKHCADP_00930,FKLDPHGP_00154
group_511,,hypothetical protein,DLKHCADP_00426,FKLDPHGP_00257
group_510,,hypothetical protein,DLKHCADP_00652,FKLDPHGP_00210
rplS,rplS,Large ribosomal subunit protein bL19,DLKHCADP_00431,FKLDPHGP_00262
lacF_3,lacF_3,PTS system lactose-specific EIIA component,DLKHCADP_01907,FKLDPHGP_00098
mgsR,mgsR,Regulatory protein MgsR,DLKHCADP_00659,FKLDPHGP_00217
ribT,ribT,Protein RibT,DLKHCADP_00728,FKLDPHGP_00359
group_508,,putative protein,DLKHCADP_00684,FKLDPHGP_00242
group_505,,hypothetical protein,DLKHCADP_00643,FKLDPHGP_00202
rbfA,rbfA,Ribosome-binding factor A,DLKHCADP_00457,FKLDPHGP_00289
group_500,,hypothetical protein,DLKHCADP_00835,FKLDPHGP_00329
group_499,,hypothetical protein,DLKHCADP_00740,FKLDPHGP_00338
group_492,,hypothetical protein,DLKHCADP_00739,FKLDPHGP_00337
nusB,nusB,Transcription antitermination protein NusB,DLKHCADP_00665,FKLDPHGP_00223
group_488,,hypothetical protein,DLKHCADP_00634,FKLDPHGP_00194
lacA,lacA,Galactose-6-phosphate isomerase subunit LacA,DLKHCADP_01915,FKLDPHGP_00090
group_485,,hypothetical protein,DLKHCADP_01944,FKLDPHGP_00116
group_484,,hypothetical protein,DLKHCADP_01896,FKLDPHGP_00109
dtd,dtd,D-aminoacyl-tRNA deacylase,DLKHCADP_00837,FKLDPHGP_00331
group_481,,hypothetical protein,DLKHCADP_00641,FKLDPHGP_00200
group_479,,hypothetical protein,DLKHCADP_01936,FKLDPHGP_00123
group_478,,hypothetical protein,DLKHCADP_00841,FKLDPHGP_00335
group_477,,putative protein,DLKHCADP_00664,FKLDPHGP_00222
group_476,,Flavodoxin,DLKHCADP_00550,FKLDPHGP_00174
dps,dps,DNA protection during starvation protein,DLKHCADP_00929,FKLDPHGP_00153
rimP,rimP,Ribosome maturation factor RimP,DLKHCADP_00452,FKLDPHGP_00284
group_466,,hypothetical protein,DLKHCADP_01912,FKLDPHGP_00093
sorB_2,sorB_2,PTS system sorbose-specific EIIB component,DLKHCADP_01947,FKLDPHGP_00113
group_464,,hypothetical protein,DLKHCADP_00833,FKLDPHGP_00327
group_462,,hypothetical protein,DLKHCADP_00549,FKLDPHGP_00173
dfrA,dfrA,Dihydrofolate reductase,DLKHCADP_00535,FKLDPHGP_00305
group_459,,hypothetical protein,DLKHCADP_00947,FKLDPHGP_00145
rimM,rimM,Ribosome maturation factor RimM,DLKHCADP_00429,FKLDPHGP_00260
apt,apt,Adenine phosphoribosyltransferase,DLKHCADP_00469,FKLDPHGP_00301
yagU_2,yagU_2,Inner membrane protein YagU,DLKHCADP_01588,FKLDPHGP_00084
group_454,,hypothetical protein,DLKHCADP_00654,FKLDPHGP_00212
frr,frr,Ribosome-recycling factor,DLKHCADP_00446,FKLDPHGP_00278
group_453,,hypothetical protein,DLKHCADP_00639,FKLDPHGP_00198
efp_2,efp_2,Elongation factor P,DLKHCADP_00663,FKLDPHGP_00221
hpt_1,hpt_1,Hypoxanthine-guanine phosphoribosyltransferase,DLKHCADP_00542,FKLDPHGP_00165
lacB,lacB,Galactose-6-phosphate isomerase subunit LacB,DLKHCADP_01914,FKLDPHGP_00091
grpE,grpE,Protein GrpE,DLKHCADP_00463,FKLDPHGP_00295
group_451,,hypothetical protein,DLKHCADP_00844,FKLDPHGP_00310
group_449,,hypothetical protein,DLKHCADP_01895,FKLDPHGP_00110
scpB,scpB,Segregation and condensation protein B,DLKHCADP_00730,FKLDPHGP_00361
ribU,ribU,Riboflavin transporter RibU,DLKHCADP_00733,FKLDPHGP_00364
group_448,,hypothetical protein,DLKHCADP_00635,FKLDPHGP_00195
uptA,uptA,Undecaprenyl phosphate transporter A,DLKHCADP_00744,FKLDPHGP_00342
gmk_1,gmk_1,Guanylate kinase,DLKHCADP_00673,FKLDPHGP_00231
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,DLKHCADP_00441,FKLDPHGP_00273
group_445,,hypothetical protein,DLKHCADP_01899,FKLDPHGP_00106
lexA,lexA,LexA repressor,DLKHCADP_00435,FKLDPHGP_00266
group_443,,hypothetical protein,DLKHCADP_00461,FKLDPHGP_00293
udk,udk,Uridine kinase,DLKHCADP_00939,FKLDPHGP_00136
tmung,tmung,Type-4 uracil-DNA glycosylase,DLKHCADP_00434,FKLDPHGP_00265
glnM,glnM,putative glutamine ABC transporter permease protein GlnM,DLKHCADP_01930,FKLDPHGP_00129
group_442,,hypothetical protein,DLKHCADP_00743,FKLDPHGP_00341
spsB_2,spsB_2,Signal peptidase IB,DLKHCADP_00432,FKLDPHGP_00263
group_441,,hypothetical protein,DLKHCADP_00842,FKLDPHGP_00336
glnP,glnP,putative glutamine ABC transporter permease protein GlnP,DLKHCADP_01929,FKLDPHGP_00130
rpe,rpe,Ribulose-phosphate 3-epimerase,DLKHCADP_00681,FKLDPHGP_00239
cnbA,cnbA,Chloronitrobenzene nitroreductase,DLKHCADP_00539,FKLDPHGP_00162
cmk,cmk,Cytidylate kinase,DLKHCADP_00734,FKLDPHGP_00365
tcrA,tcrA,Transcriptional regulatory protein TcrA,DLKHCADP_00560,FKLDPHGP_00184
thiN,thiN,Thiamine pyrophosphokinase,DLKHCADP_00682,FKLDPHGP_00240
group_438,,hypothetical protein,DLKHCADP_01913,FKLDPHGP_00092
rnc,rnc,Ribonuclease 3,DLKHCADP_00422,FKLDPHGP_00253
phoU,phoU,Phosphate-specific transport system accessory protein PhoU,DLKHCADP_00927,FKLDPHGP_00151
strA,strA,Sortase A,DLKHCADP_00467,FKLDPHGP_00299
