Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_crispatus__UMB0803__GCA_002861765.1,Lactobacillus_crispatus__UMB6887__GCA_030216545.1,Lactobacillus_crispatus__UMB7805__GCA_030226265.1,Lactobacillus_crispatus__UMB8929B__GCA_030230695.1
rplX,rplX,Large ribosomal subunit protein uL24,4,4,1.0,54,18,,,,237,237,237.0,HJHFJAOG_00794,MLMIAKCI_01281,AOHABJFI_01227,LCPJMJGF_00614
rplM,rplM,Large ribosomal subunit protein uL13,4,4,1.0,54,17,,,,444,444,444.0,HJHFJAOG_00815,MLMIAKCI_01260,AOHABJFI_01206,LCPJMJGF_00593
rplW,rplW,Large ribosomal subunit protein uL23,4,4,1.0,54,16,,,,306,306,306.0,HJHFJAOG_00785,MLMIAKCI_01290,AOHABJFI_01236,LCPJMJGF_00623
rplE,rplE,Large ribosomal subunit protein uL5,4,4,1.0,54,15,,,,543,543,543.0,HJHFJAOG_00795,MLMIAKCI_01280,AOHABJFI_01226,LCPJMJGF_00613
rplC,rplC,Large ribosomal subunit protein uL3,4,4,1.0,54,14,,,,639,639,639.0,HJHFJAOG_00783,MLMIAKCI_01292,AOHABJFI_01238,LCPJMJGF_00625
rpsJ,rpsJ,Small ribosomal subunit protein uS10,4,4,1.0,54,13,,,,309,309,309.0,HJHFJAOG_00782,MLMIAKCI_01293,AOHABJFI_01239,LCPJMJGF_00626
rplQ,rplQ,Large ribosomal subunit protein bL17,4,4,1.0,54,12,,,,384,384,384.0,HJHFJAOG_00810,MLMIAKCI_01265,AOHABJFI_01211,LCPJMJGF_00598
rpsM,rpsM,Small ribosomal subunit protein uS13,4,4,1.0,54,11,,,,351,351,351.0,HJHFJAOG_00807,MLMIAKCI_01268,AOHABJFI_01214,LCPJMJGF_00601
rpmD,rpmD,Large ribosomal subunit protein uL30,4,4,1.0,54,10,,,,186,186,186.0,HJHFJAOG_00801,MLMIAKCI_01274,AOHABJFI_01220,LCPJMJGF_00607
rpsZ_1,rpsZ_1,Small ribosomal subunit protein uS14,4,4,1.0,54,9,,,,186,186,186.0,HJHFJAOG_00796,MLMIAKCI_01279,AOHABJFI_01225,LCPJMJGF_00612
rplV,rplV,Large ribosomal subunit protein uL22,4,4,1.0,54,8,,,,354,354,354.0,HJHFJAOG_00788,MLMIAKCI_01287,AOHABJFI_01233,LCPJMJGF_00620
infA,infA,Translation initiation factor IF-1,4,4,1.0,54,7,,,,222,222,222.0,HJHFJAOG_00805,MLMIAKCI_01270,AOHABJFI_01216,LCPJMJGF_00603
rpsE,rpsE,Small ribosomal subunit protein uS5,4,4,1.0,54,6,,,,507,507,507.0,HJHFJAOG_00800,MLMIAKCI_01275,AOHABJFI_01221,LCPJMJGF_00608
ecfT_1~~~ecfT_2,ecfT_1;ecfT_2,Energy-coupling factor transporter transmembrane protein EcfT,4,4,1.0,54,5,,,,798,798,798.0,HJHFJAOG_00813,MLMIAKCI_01262,AOHABJFI_01208,LCPJMJGF_00595
rpsK,rpsK,Small ribosomal subunit protein uS11,4,4,1.0,54,4,,,,390,390,390.0,HJHFJAOG_00808,MLMIAKCI_01267,AOHABJFI_01213,LCPJMJGF_00600
xerC_2~~~xerC_6,;xerC_2;xerC_6,hypothetical protein;Tyrosine recombinase XerC,4,5,1.25,54,3,,,,456,1104,856.2,HJHFJAOG_00817,MLMIAKCI_01258,AOHABJFI_01203;AOHABJFI_01204,LCPJMJGF_00591
rplR,rplR,Large ribosomal subunit protein uL18,4,4,1.0,54,2,,,,357,357,357.0,HJHFJAOG_00799,MLMIAKCI_01276,AOHABJFI_01222,LCPJMJGF_00609
rplB,rplB,Large ribosomal subunit protein uL2,4,4,1.0,54,1,,,,837,837,837.0,HJHFJAOG_00786,MLMIAKCI_01289,AOHABJFI_01235,LCPJMJGF_00622
group_663,,hypothetical protein,4,4,1.0,53,57,,,,930,930,930.0,HJHFJAOG_01880,MLMIAKCI_00166,AOHABJFI_00515,LCPJMJGF_01965
nrdD,nrdD,Anaerobic ribonucleoside-triphosphate reductase,4,4,1.0,53,56,,,,2208,2208,2208.0,HJHFJAOG_01025,MLMIAKCI_00157,AOHABJFI_00524,LCPJMJGF_01956
group_661,,hypothetical protein,4,4,1.0,53,54,,,,195,294,219.75,HJHFJAOG_01016,MLMIAKCI_00047,AOHABJFI_00533,LCPJMJGF_01947
group_660,,hypothetical protein,4,4,1.0,53,53,,,,612,612,612.0,HJHFJAOG_01023,MLMIAKCI_00155,AOHABJFI_00526,LCPJMJGF_01954
ptpB_2,ptpB_2,Triple specificity protein phosphatase PtpB,4,4,1.0,53,51,,,,804,804,804.0,HJHFJAOG_01877,MLMIAKCI_00168,AOHABJFI_00513,LCPJMJGF_01967
bioH,bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,4,4,1.0,53,50,,,,657,657,657.0,HJHFJAOG_00775,MLMIAKCI_02211,AOHABJFI_00924,LCPJMJGF_01992
group_658,,D-aspartate ligase,4,4,1.0,53,49,,,,1284,1284,1284.0,HJHFJAOG_01026,MLMIAKCI_00158,AOHABJFI_00523,LCPJMJGF_01957
ntd_2,ntd_2,Nucleoside deoxyribosyltransferase,4,4,1.0,53,48,,,,477,477,477.0,HJHFJAOG_01875,MLMIAKCI_00170,AOHABJFI_00511,LCPJMJGF_01969
group_657,,hypothetical protein,4,4,1.0,53,47,,,,1197,1197,1197.0,HJHFJAOG_01022,MLMIAKCI_00154,AOHABJFI_00527,LCPJMJGF_01953
ddlA,ddlA,D-alanine--D-alanine ligase A,4,4,1.0,53,46,,,,1083,1083,1083.0,HJHFJAOG_00766,MLMIAKCI_00179,AOHABJFI_00933,LCPJMJGF_01978
tag,tag,DNA-3-methyladenine glycosylase 1,4,4,1.0,53,44,,,,570,570,570.0,HJHFJAOG_01030,MLMIAKCI_00162,AOHABJFI_00519,LCPJMJGF_01961
ypuA,ypuA,putative protein YpuA,4,4,1.0,53,43,,,,954,954,954.0,HJHFJAOG_00777,MLMIAKCI_02209,AOHABJFI_00922,LCPJMJGF_01994
asnB,asnB,Asparagine synthetase [glutamine-hydrolyzing] 1,4,4,1.0,53,42,,,,1950,1950,1950.0,HJHFJAOG_01027,MLMIAKCI_00159,AOHABJFI_00522,LCPJMJGF_01958
group_655,,hypothetical protein,4,4,1.0,53,41,,,,714,714,714.0,HJHFJAOG_01024,MLMIAKCI_00156,AOHABJFI_00525,LCPJMJGF_01955
epsH,epsH,Putative glycosyltransferase EpsH,4,4,1.0,53,40,,,,813,813,813.0,HJHFJAOG_00776,MLMIAKCI_02210,AOHABJFI_00923,LCPJMJGF_01993
group_653,,hypothetical protein,4,4,1.0,53,38,,,,1398,1398,1398.0,HJHFJAOG_01028,MLMIAKCI_00160,AOHABJFI_00521,LCPJMJGF_01959
group_652,,hypothetical protein,4,4,1.0,53,37,,,,486,486,486.0,HJHFJAOG_01029,MLMIAKCI_00161,AOHABJFI_00520,LCPJMJGF_01960
group_650,,hypothetical protein,4,4,1.0,53,35,,,,486,486,486.0,HJHFJAOG_00781,MLMIAKCI_02205,AOHABJFI_00918,LCPJMJGF_01998
group_647,,hypothetical protein,4,4,1.0,53,32,,,,1134,1134,1134.0,HJHFJAOG_00764,MLMIAKCI_00177,AOHABJFI_00935,LCPJMJGF_01976
group_646,,hypothetical protein,4,4,1.0,53,31,,,,192,192,192.0,HJHFJAOG_01874,MLMIAKCI_00171,AOHABJFI_00510,LCPJMJGF_01970
group_645,,hypothetical protein,4,4,1.0,53,30,,,,1218,1218,1218.0,HJHFJAOG_01021,MLMIAKCI_00563,AOHABJFI_00528,LCPJMJGF_01952
rnhA,rnhA,Ribonuclease H,4,4,1.0,53,29,,,,771,771,771.0,HJHFJAOG_00778,MLMIAKCI_02208,AOHABJFI_00921,LCPJMJGF_01995
pepO_2,pepO_2,Neutral endopeptidase,4,4,1.0,53,27,,,,1947,1947,1947.0,HJHFJAOG_01020,MLMIAKCI_00415,AOHABJFI_00529,LCPJMJGF_01951
group_642,,hypothetical protein,4,4,1.0,53,25,,,,822,834,825.0,HJHFJAOG_00762,MLMIAKCI_00175,AOHABJFI_00937,LCPJMJGF_01974
betI,betI,HTH-type transcriptional regulator BetI,4,4,1.0,53,24,,,,684,684,684.0,HJHFJAOG_00771,MLMIAKCI_00184,AOHABJFI_00928,LCPJMJGF_01983
group_641,,hypothetical protein,4,4,1.0,53,23,,,,825,825,825.0,HJHFJAOG_00770,MLMIAKCI_00183,AOHABJFI_00929,LCPJMJGF_01982
group_640,,hypothetical protein,4,4,1.0,53,22,,,,498,498,498.0,HJHFJAOG_01876,MLMIAKCI_00169,AOHABJFI_00512,LCPJMJGF_01968
agaA,agaA,N-acetylgalactosamine-6-phosphate deacetylase,4,4,1.0,53,21,,,,1155,1155,1155.0,HJHFJAOG_00760,MLMIAKCI_00173,AOHABJFI_00939,LCPJMJGF_01972
group_638,,hypothetical protein,4,4,1.0,53,19,,,,3009,3009,3009.0,HJHFJAOG_00761,MLMIAKCI_00174,AOHABJFI_00938,LCPJMJGF_01973
group_637,,hypothetical protein,4,4,1.0,53,18,,,,435,435,435.0,HJHFJAOG_01018,MLMIAKCI_00045,AOHABJFI_00531,LCPJMJGF_01949
kup_2,kup_2,Low affinity potassium transport system protein Kup,4,4,1.0,53,16,,,,2025,2025,2025.0,HJHFJAOG_01019,MLMIAKCI_00044,AOHABJFI_00530,LCPJMJGF_01950
prs_2,prs_2,Ribose-phosphate pyrophosphokinase,4,4,1.0,53,15,,,,987,987,987.0,HJHFJAOG_00772,MLMIAKCI_00185,AOHABJFI_00927,LCPJMJGF_01984
group_635,,hypothetical protein,4,4,1.0,53,14,,,,1080,1080,1080.0,HJHFJAOG_01017,MLMIAKCI_00046,AOHABJFI_00532,LCPJMJGF_01948
clsA_1,clsA_1,Major cardiolipin synthase ClsA,4,4,1.0,53,13,,,,1458,1458,1458.0,HJHFJAOG_00780,MLMIAKCI_02206,AOHABJFI_00919,LCPJMJGF_01997
group_634,,hypothetical protein,4,4,1.0,53,12,,,,786,786,786.0,HJHFJAOG_00763,MLMIAKCI_00176,AOHABJFI_00936,LCPJMJGF_01975
argV,argV,Arginine transport ATP-binding protein ArgV,4,4,1.0,53,11,,,,738,738,738.0,HJHFJAOG_00768,MLMIAKCI_00181,AOHABJFI_00931,LCPJMJGF_01980
group_633,,Putative universal stress protein,4,4,1.0,53,10,,,,495,495,495.0,HJHFJAOG_01878,MLMIAKCI_00167,AOHABJFI_00514,LCPJMJGF_01966
group_632,,hypothetical protein,4,4,1.0,53,9,,,,927,927,927.0,HJHFJAOG_00779,MLMIAKCI_02207,AOHABJFI_00920,LCPJMJGF_01996
group_631,,hypothetical protein,4,4,1.0,53,8,,,,750,750,750.0,HJHFJAOG_00765,MLMIAKCI_00178,AOHABJFI_00934,LCPJMJGF_01977
group_629,,hypothetical protein,4,4,1.0,53,6,,,,1251,1251,1251.0,HJHFJAOG_00767,MLMIAKCI_00180,AOHABJFI_00932,LCPJMJGF_01979
phnE_2~~~phnE_1,phnE_2;phnE_1,Phosphate-import permease protein PhnE,4,4,1.0,53,4,,,,813,813,813.0,HJHFJAOG_01883,MLMIAKCI_00163,AOHABJFI_00518,LCPJMJGF_01962
phnE_1~~~phnE_2,phnE_1;phnE_2,Phosphate-import permease protein PhnE,4,4,1.0,53,3,,,,768,798,781.5,HJHFJAOG_01882,MLMIAKCI_00164,AOHABJFI_00517,LCPJMJGF_01963
glnQ_3~~~glnQ_1,glnQ_3;glnQ_1,Glutamine transport ATP-binding protein GlnQ,4,4,1.0,53,2,,,,774,774,774.0,HJHFJAOG_01881,MLMIAKCI_00165,AOHABJFI_00516,LCPJMJGF_01964
mltF_1,mltF_1,Membrane-bound lytic murein transglycosylase F,4,4,1.0,53,1,,,,1485,1485,1485.0,HJHFJAOG_00769,MLMIAKCI_00182,AOHABJFI_00930,LCPJMJGF_01981
uup_3~~~hepA,;uup_3;hepA,hypothetical protein;ATP-binding protein Uup;Heterocyst differentiation ATP-binding protein HepA,4,5,1.25,52,22,,,,633,1620,1287.0,HJHFJAOG_00757;HJHFJAOG_00756,MLMIAKCI_01889,AOHABJFI_00966,LCPJMJGF_01463
manX,manX,PTS system mannose-specific EIIAB component,4,4,1.0,52,21,,,,1008,1008,1008.0,HJHFJAOG_00737,MLMIAKCI_01754,AOHABJFI_00985,LCPJMJGF_01482
group_627,,hypothetical protein,4,4,1.0,52,20,,,,228,228,228.0,HJHFJAOG_00753,MLMIAKCI_01886,AOHABJFI_00969,LCPJMJGF_01466
group_626,,hypothetical protein,4,4,1.0,52,19,,,,228,228,228.0,HJHFJAOG_00751,MLMIAKCI_01884,AOHABJFI_00971,LCPJMJGF_01468
maa_2,maa_2,Maltose O-acetyltransferase,4,4,1.0,52,18,,,,519,519,519.0,HJHFJAOG_00742,MLMIAKCI_01749,AOHABJFI_00980,LCPJMJGF_01477
adhE_2,adhE_2,Aldehyde-alcohol dehydrogenase,4,4,1.0,52,17,,,,2295,2295,2295.0,HJHFJAOG_00745,MLMIAKCI_01746,AOHABJFI_00977,LCPJMJGF_01474
cycA_1,cycA_1,D-serine/D-alanine/glycine transporter,4,4,1.0,52,16,,,,1374,1374,1374.0,HJHFJAOG_00743,MLMIAKCI_01748,AOHABJFI_00979,LCPJMJGF_01476
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],4,4,1.0,52,15,,,,1812,1812,1812.0,HJHFJAOG_00746,MLMIAKCI_01745,AOHABJFI_00976,LCPJMJGF_01473
sorA,sorA,PTS system sorbose-specific EIIC component,4,4,1.0,52,14,,,,810,810,810.0,HJHFJAOG_00738,MLMIAKCI_01753,AOHABJFI_00984,LCPJMJGF_01481
group_625,,hypothetical protein,4,4,1.0,52,13,,,,369,369,369.0,HJHFJAOG_00740,MLMIAKCI_01751,AOHABJFI_00982,LCPJMJGF_01479
group_624,,hypothetical protein,4,4,1.0,52,12,,,,855,855,855.0,HJHFJAOG_00755,MLMIAKCI_01888,AOHABJFI_00967,LCPJMJGF_01464
group_623,,hypothetical protein,4,4,1.0,52,11,,,,1701,1782,1761.75,HJHFJAOG_00748,MLMIAKCI_01881,AOHABJFI_00974,LCPJMJGF_01471
group_622,,hypothetical protein,4,4,1.0,52,10,,,,1038,1038,1038.0,HJHFJAOG_00759,MLMIAKCI_01891,AOHABJFI_00964,LCPJMJGF_01461
rppH_2,rppH_2,RNA pyrophosphohydrolase,4,4,1.0,52,9,,,,414,414,414.0,HJHFJAOG_00754,MLMIAKCI_01887,AOHABJFI_00968,LCPJMJGF_01465
mtlR_2~~~mtlR_1~~~mtlR,mtlR_2;mtlR_1;mtlR,Transcriptional regulator MtlR,4,5,1.25,52,8,,,,375,2055,1633.2,HJHFJAOG_00747,MLMIAKCI_01880;MLMIAKCI_01744,AOHABJFI_00975,LCPJMJGF_01472
pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP),4,4,1.0,52,7,,,,1659,1659,1659.0,HJHFJAOG_00758,MLMIAKCI_01890,AOHABJFI_00965,LCPJMJGF_01462
manZ,manZ,PTS system mannose-specific EIID component,4,4,1.0,52,6,,,,921,921,921.0,HJHFJAOG_00739,MLMIAKCI_01752,AOHABJFI_00983,LCPJMJGF_01480
mtlF,mtlF,Mannitol-specific phosphotransferase enzyme IIA component,4,4,1.0,52,5,,,,453,453,453.0,HJHFJAOG_00749,MLMIAKCI_01882,AOHABJFI_00973,LCPJMJGF_01470
adhE_1,adhE_1,Aldehyde-alcohol dehydrogenase,4,4,1.0,52,4,,,,312,312,312.0,HJHFJAOG_00744,MLMIAKCI_01747,AOHABJFI_00978,LCPJMJGF_01475
mtlD,mtlD,Mannitol-1-phosphate 5-dehydrogenase,4,4,1.0,52,3,,,,1170,1170,1170.0,HJHFJAOG_00750,MLMIAKCI_01883,AOHABJFI_00972,LCPJMJGF_01469
hdfR_1,hdfR_1,HTH-type transcriptional regulator HdfR,4,4,1.0,52,2,,,,882,882,882.0,HJHFJAOG_00741,MLMIAKCI_01750,AOHABJFI_00981,LCPJMJGF_01478
group_621,,hypothetical protein,4,4,1.0,52,1,,,,459,459,459.0,HJHFJAOG_00752,MLMIAKCI_01885,AOHABJFI_00970,LCPJMJGF_01467
group_619,,hypothetical protein,4,4,1.0,51,39,,,,1509,1509,1509.0,HJHFJAOG_00688,MLMIAKCI_00640,AOHABJFI_00812,LCPJMJGF_01298
pepF,pepF,Oligopeptidase PepF,4,4,1.0,51,37,,,,1797,1797,1797.0,HJHFJAOG_00704,MLMIAKCI_00624,AOHABJFI_00021,LCPJMJGF_01313
group_617,,hypothetical protein,4,4,1.0,51,36,,,,894,894,894.0,HJHFJAOG_00683,MLMIAKCI_00645,AOHABJFI_00817,LCPJMJGF_01293
group_616,tagU_2,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,4,4,1.0,51,35,,,,1236,1239,1236.75,HJHFJAOG_00703,MLMIAKCI_00625,AOHABJFI_00797,LCPJMJGF_01312
ydfK,ydfK,putative membrane protein YdfK,4,4,1.0,51,33,,,,690,690,690.0,HJHFJAOG_00702,MLMIAKCI_00626,AOHABJFI_00798,LCPJMJGF_01311
gmk_1~~~gmk_2,gmk_1;gmk_2,Guanylate kinase,4,4,1.0,51,32,,,,543,543,543.0,HJHFJAOG_00686,MLMIAKCI_00642,AOHABJFI_00814,LCPJMJGF_01296
yheS,yheS,putative ATP-binding protein YheS,4,4,1.0,51,30,,,,1542,1542,1542.0,HJHFJAOG_00697,MLMIAKCI_00631,AOHABJFI_00803,LCPJMJGF_01307
group_613,,hypothetical protein,4,4,1.0,51,29,,,,549,552,549.75,HJHFJAOG_00699,MLMIAKCI_00629,AOHABJFI_00801,LCPJMJGF_01309
group_612,,hypothetical protein,4,7,1.75,51,28,,,,237,543,310.2857142857143,HJHFJAOG_00700;HJHFJAOG_00701,MLMIAKCI_00627;MLMIAKCI_00628,AOHABJFI_00800;AOHABJFI_00799,LCPJMJGF_01310
hflX,hflX,GTPase HflX,4,4,1.0,51,27,,,,1266,1266,1266.0,HJHFJAOG_00680,MLMIAKCI_00648,AOHABJFI_00820,LCPJMJGF_01290
group_611,,hypothetical protein,4,4,1.0,51,26,,,,531,531,531.0,HJHFJAOG_00693,MLMIAKCI_00635,AOHABJFI_00807,LCPJMJGF_01303
group_610,,hypothetical protein,4,4,1.0,51,25,,,,624,624,624.0,HJHFJAOG_00689,MLMIAKCI_00639,AOHABJFI_00811,LCPJMJGF_01299
yjjB,yjjB,succinate transporter subunit YjjB,4,4,1.0,51,24,,,,486,486,486.0,HJHFJAOG_00695,MLMIAKCI_00633,AOHABJFI_00805,LCPJMJGF_01305
group_608,,hypothetical protein,4,4,1.0,51,22,,,,408,408,408.0,HJHFJAOG_00706,MLMIAKCI_00622,AOHABJFI_00023,LCPJMJGF_01316
nrdF1~~~nrdF_1,nrdF1;;nrdF_1,Ribonucleoside-diphosphate reductase subunit beta nrdF1;hypothetical protein;Ribonucleoside-diphosphate reductase 2 subunit beta,4,5,1.25,51,21,,,,264,936,738.6,HJHFJAOG_00692,MLMIAKCI_00636,AOHABJFI_00808,LCPJMJGF_01302;LCPJMJGF_01301
yjjP,yjjP,putative succinate transporter subunit YjjP,4,4,1.0,51,20,,,,771,771,771.0,HJHFJAOG_00696,MLMIAKCI_00632,AOHABJFI_00804,LCPJMJGF_01306
group_607,,hypothetical protein,4,4,1.0,51,19,,,,303,303,303.0,HJHFJAOG_00687,MLMIAKCI_00641,AOHABJFI_00813,LCPJMJGF_01297
group_606,,hypothetical protein,4,4,1.0,51,17,,,,378,378,378.0,HJHFJAOG_00698,MLMIAKCI_00630,AOHABJFI_00802,LCPJMJGF_01308
group_605,,hypothetical protein,4,4,1.0,51,16,,,,588,588,588.0,HJHFJAOG_00694,MLMIAKCI_00634,AOHABJFI_00806,LCPJMJGF_01304
nrdI_1,nrdI_1,Protein NrdI,4,4,1.0,51,15,,,,447,447,447.0,HJHFJAOG_00691,MLMIAKCI_00637,AOHABJFI_00809,LCPJMJGF_01300
group_604,,hypothetical protein,4,4,1.0,51,14,,,,216,216,216.0,HJHFJAOG_00705,MLMIAKCI_00623,AOHABJFI_00022,LCPJMJGF_01315
group_603,,hypothetical protein,4,4,1.0,51,12,,,,1029,1029,1029.0,HJHFJAOG_00681,MLMIAKCI_00647,AOHABJFI_00819,LCPJMJGF_01291
group_599,,hypothetical protein,4,4,1.0,51,8,,,,549,552,549.75,HJHFJAOG_00685,MLMIAKCI_00643,AOHABJFI_00815,LCPJMJGF_01295
group_596,,hypothetical protein,4,4,1.0,51,2,,,,744,744,744.0,HJHFJAOG_00684,MLMIAKCI_00644,AOHABJFI_00816,LCPJMJGF_01294
group_595,,hypothetical protein,4,4,1.0,51,1,,,,420,420,420.0,HJHFJAOG_00682,MLMIAKCI_00646,AOHABJFI_00818,LCPJMJGF_01292
group_594,,hypothetical protein,4,4,1.0,50,3,,,,273,273,273.0,HJHFJAOG_00677,MLMIAKCI_00531,AOHABJFI_00538,LCPJMJGF_01944
group_593,,hypothetical protein,4,4,1.0,50,2,,,,216,216,216.0,HJHFJAOG_00678,MLMIAKCI_00530,AOHABJFI_00537,LCPJMJGF_01945
group_592,,hypothetical protein,4,4,1.0,50,1,,,,417,417,417.0,HJHFJAOG_00679,1_refound_9,AOHABJFI_00536,LCPJMJGF_01946
tagU_1,tagU_1,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,4,4,1.0,49,26,,,,1101,1101,1101.0,HJHFJAOG_00658,MLMIAKCI_01508,AOHABJFI_01486,LCPJMJGF_01925
group_591,,hypothetical protein,4,4,1.0,49,24,,,,561,561,561.0,HJHFJAOG_00659,MLMIAKCI_01507,AOHABJFI_01487,LCPJMJGF_01926
group_590,,hypothetical protein,4,4,1.0,49,23,,,,807,807,807.0,HJHFJAOG_00662,MLMIAKCI_01504,AOHABJFI_01490,LCPJMJGF_01929
group_589,,hypothetical protein,4,4,1.0,49,22,,,,756,756,756.0,HJHFJAOG_00661,MLMIAKCI_01505,AOHABJFI_01489,LCPJMJGF_01928
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,4,4,1.0,49,21,,,,615,615,615.0,HJHFJAOG_00657,MLMIAKCI_01509,AOHABJFI_01485,LCPJMJGF_01924
kefB,kefB,Glutathione-regulated potassium-efflux system protein KefB,4,4,1.0,49,19,,,,1839,1839,1839.0,HJHFJAOG_00665,MLMIAKCI_01501,AOHABJFI_01493,LCPJMJGF_01932
group_586,,hypothetical protein,4,4,1.0,49,17,,,,870,870,870.0,HJHFJAOG_00673,MLMIAKCI_00148,AOHABJFI_02084,LCPJMJGF_01941
group_585,,hypothetical protein,4,4,1.0,49,16,,,,285,306,290.25,HJHFJAOG_00671,MLMIAKCI_00146,AOHABJFI_02082,LCPJMJGF_01939
group_583,,hypothetical protein,4,4,1.0,49,14,,,,1089,1092,1091.25,HJHFJAOG_00666,MLMIAKCI_01500,AOHABJFI_01494,LCPJMJGF_01933
iolU_2,iolU_2,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,4,4,1.0,49,12,,,,966,966,966.0,HJHFJAOG_00663,MLMIAKCI_01503,AOHABJFI_01491,LCPJMJGF_01930
group_581,,hypothetical protein,4,4,1.0,49,11,,,,492,492,492.0,HJHFJAOG_00672,MLMIAKCI_00147,AOHABJFI_02083,LCPJMJGF_01940
group_579,,hypothetical protein,4,4,1.0,49,9,,,,2991,2991,2991.0,HJHFJAOG_00656,MLMIAKCI_01510,AOHABJFI_01484,LCPJMJGF_01923
group_576,,hypothetical protein,4,4,1.0,49,6,,,,1227,1227,1227.0,HJHFJAOG_00667,MLMIAKCI_01499,AOHABJFI_01495,LCPJMJGF_01934
group_574,gpmA_1,23-bisphosphoglycerate-dependent phosphoglycerate mutase,4,4,1.0,49,3,,,,693,693,693.0,HJHFJAOG_00660,MLMIAKCI_01506,AOHABJFI_01488,LCPJMJGF_01927
pcp,pcp,Pyrrolidone-carboxylate peptidase,4,4,1.0,49,1,,,,648,648,648.0,HJHFJAOG_00664,MLMIAKCI_01502,AOHABJFI_01492,LCPJMJGF_01931
msmX,msmX,Oligosaccharides import ATP-binding protein MsmX,4,4,1.0,48,18,,,,1107,1107,1107.0,HJHFJAOG_01467,MLMIAKCI_01157,AOHABJFI_00287,LCPJMJGF_01441
yvdM,yvdM,Beta-phosphoglucomutase,4,4,1.0,48,17,,,,663,663,663.0,HJHFJAOG_01466,MLMIAKCI_01158,AOHABJFI_00286,LCPJMJGF_01440
ganQ,ganQ,Galactooligosaccharides transport system permease protein GanQ,4,4,1.0,48,16,,,,858,858,858.0,HJHFJAOG_01470,MLMIAKCI_01154,AOHABJFI_00290,LCPJMJGF_01444
malP_1~~~malP_2,malP_1;malP_2,Maltose phosphorylase,4,4,1.0,48,15,,,,2265,2265,2265.0,HJHFJAOG_01465,MLMIAKCI_01159,AOHABJFI_00285,LCPJMJGF_01439
ganS,ganS,Galactooligosaccharide-binding protein,4,4,1.0,48,13,,,,1227,1227,1227.0,HJHFJAOG_01468,MLMIAKCI_01156,AOHABJFI_00288,LCPJMJGF_01442
bbmA,bbmA,Intracellular maltogenic amylase,4,4,1.0,48,3,,,,1722,1722,1722.0,HJHFJAOG_01464,MLMIAKCI_01160,AOHABJFI_00284,LCPJMJGF_01438
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,4,4,1.0,48,1,,,,1359,1359,1359.0,HJHFJAOG_01469,MLMIAKCI_01155,AOHABJFI_00289,LCPJMJGF_01443
hlyB,hlyB;,Alpha-hemolysin translocation ATP-binding protein HlyB;hypothetical protein,4,4,1.0,47,34,,,,771,1605,979.5,HJHFJAOG_00644,MLMIAKCI_01809,AOHABJFI_00273,LCPJMJGF_01903
vmlR_4~~~vmlR_3~~~vmlR_1,vmlR_4;vmlR_3;vmlR_1,Ribosome protection protein VmlR,4,5,1.25,47,33,,,,501,1398,1082.4,HJHFJAOG_00629,MLMIAKCI_02178,AOHABJFI_00258,LCPJMJGF_01758;LCPJMJGF_01759
glpK,glpK,Glycerol kinase,4,4,1.0,47,32,,,,1500,1500,1500.0,HJHFJAOG_00649,MLMIAKCI_01804,AOHABJFI_00278,LCPJMJGF_01911
group_563,,hypothetical protein,4,4,1.0,47,30,,,,360,360,360.0,HJHFJAOG_00627,MLMIAKCI_02176,AOHABJFI_00256,LCPJMJGF_01761
group_562,,hypothetical protein,4,4,1.0,47,28,,,,411,411,411.0,HJHFJAOG_00643,MLMIAKCI_01810,AOHABJFI_00272,LCPJMJGF_01902
group_560,,hypothetical protein,4,4,1.0,47,26,,,,324,327,326.25,HJHFJAOG_00626,MLMIAKCI_02175,AOHABJFI_00255,LCPJMJGF_01762
ccpA_3,ccpA_3,Catabolite control protein A,4,4,1.0,47,25,,,,951,951,951.0,HJHFJAOG_00651,MLMIAKCI_00565,AOHABJFI_00280,LCPJMJGF_01913
group_559,,hypothetical protein,4,4,1.0,47,24,,,,1032,1032,1032.0,HJHFJAOG_00630,MLMIAKCI_02179,AOHABJFI_00259,LCPJMJGF_01757
group_558,,hypothetical protein,4,4,1.0,47,23,,,,495,495,495.0,HJHFJAOG_00628,MLMIAKCI_02177,AOHABJFI_00257,LCPJMJGF_01760
group_557,,hypothetical protein,4,4,1.0,47,22,,,,351,351,351.0,HJHFJAOG_00640,MLMIAKCI_01813,AOHABJFI_00269,LCPJMJGF_01898
group_556,,hypothetical protein,4,4,1.0,47,21,,,,486,486,486.0,HJHFJAOG_00641,MLMIAKCI_01812,AOHABJFI_00270,LCPJMJGF_01899
